Date,Time,"P-core 8 T0 Effective Clock [MHz]","P-core 8 T0 Usage [%]","Total CPU Usage [%]","CPU Package [¡ÆC]","CPU Package Power [W]",
25.8.2026,8:50:59.285,446.6,15.3,7.4,62,15.370,
25.8.2026,8:50:59.495,18.3,0.0,2.2,58,11.680,
25.8.2026,8:50:59.687,27.7,5.6,1.6,57,11.366,
25.8.2026,8:50:59.891,87.6,0.0,3.3,58,11.285,
25.8.2026,8:51:0.100,84.5,0.2,6.0,79,12.006,
25.8.2026,8:51:0.305,89.4,13.3,4.1,59,11.582,
25.8.2026,8:51:0.500,70.5,0.0,5.6,57,10.913,
25.8.2026,8:51:0.708,29.5,0.0,2.1,78,9.962,
25.8.2026,8:51:0.913,31.9,0.0,6.5,60,16.654,
25.8.2026,8:51:1.118,56.5,12.7,6.4,58,9.909,
25.8.2026,8:51:1.310,54.4,6.6,3.0,57,9.701,
25.8.2026,8:51:1.515,22.5,0.0,5.9,56,11.936,
25.8.2026,8:51:1.723,38.9,0.0,3.8,58,9.099,
25.8.2026,8:51:1.929,24.2,6.2,6.7,57,10.887,
25.8.2026,8:51:2.120,44.8,0.0,2.5,57,12.232,
25.8.2026,8:51:2.326,43.6,0.0,1.7,57,9.785,
25.8.2026,8:51:2.538,26.8,12.3,7.7,57,9.172,
25.8.2026,8:51:2.746,35.6,0.0,3.0,56,11.039,
25.8.2026,8:51:2.936,27.4,0.0,1.5,62,11.039,
25.8.2026,8:51:3.141,53.2,12.7,6.3,56,10.028,
25.8.2026,8:51:3.351,53.3,0.0,5.1,54,9.806,
25.8.2026,8:51:3.542,25.3,0.0,1.6,54,9.501,
25.8.2026,8:51:3.748,13.7,0.0,1.8,81,7.882,
25.8.2026,8:51:3.956,13.3,37.1,8.1,82,9.763,
25.8.2026,8:51:4.162,27.2,0.0,2.2,82,9.851,
25.8.2026,8:51:4.354,36.4,22.3,6.4,86,10.716,
25.8.2026,8:51:4.562,50.3,0.0,2.7,66,11.031,
25.8.2026,8:51:4.772,25.0,0.0,7.8,63,14.372,
25.8.2026,8:51:4.977,59.3,35.0,8.6,96,12.930,
25.8.2026,8:51:5.166,27.3,0.0,2.4,62,16.586,
25.8.2026,8:51:5.379,107.8,18.6,4.4,56,8.040,
25.8.2026,8:51:5.584,37.2,0.0,5.8,58,8.963,
25.8.2026,8:51:5.790,26.5,22.2,3.1,59,10.702,
25.8.2026,8:51:5.981,26.5,12.0,6.0,56,9.987,
25.8.2026,8:51:6.194,42.3,0.0,4.7,57,9.222,
25.8.2026,8:51:6.397,87.3,19.7,5.1,57,8.270,
25.8.2026,8:51:6.589,87.3,19.7,5.1,56,9.580,
25.8.2026,8:51:6.797,19.7,0.0,2.8,57,9.128,
25.8.2026,8:51:7.007,64.8,31.0,8.2,57,9.733,
25.8.2026,8:51:7.213,94.6,0.0,9.0,57,9.026,
25.8.2026,8:51:7.424,26.0,0.0,1.6,55,10.256,
25.8.2026,8:51:7.632,56.0,0.0,5.2,76,9.199,
25.8.2026,8:51:7.823,133.8,6.0,3.8,54,10.400,
25.8.2026,8:51:8.035,20.2,0.0,6.2,53,9.797,
25.8.2026,8:51:8.241,65.4,0.0,5.9,54,9.334,
25.8.2026,8:51:8.433,48.3,34.4,7.1,53,7.961,
25.8.2026,8:51:8.642,37.0,0.0,3.4,53,7.274,
25.8.2026,8:51:8.847,20.9,0.0,5.2,53,8.188,
25.8.2026,8:51:9.056,15.1,0.0,6.4,58,9.543,
25.8.2026,8:51:9.247,21.0,6.4,7.2,53,13.161,
25.8.2026,8:51:9.454,192.8,0.0,3.7,57,8.635,
25.8.2026,8:51:9.666,31.9,0.0,7.0,57,8.142,
25.8.2026,8:51:9.854,44.2,26.8,6.0,52,7.732,
25.8.2026,8:51:10.067,20.3,5.4,3.3,58,7.425,
25.8.2026,8:51:10.271,27.2,0.0,6.5,57,7.207,
25.8.2026,8:51:10.482,29.2,0.0,5.2,53,9.120,
25.8.2026,8:51:10.687,39.2,30.7,6.4,54,7.544,
25.8.2026,8:51:10.899,16.8,0.0,7.1,55,8.024,
25.8.2026,8:51:11.101,10.2,11.3,3.8,57,9.562,
25.8.2026,8:51:11.293,16.3,0.0,2.6,58,8.750,
25.8.2026,8:51:11.502,201.4,26.0,5.5,56,11.633,
25.8.2026,8:51:11.705,45.7,0.0,4.0,58,10.676,
25.8.2026,8:51:11.915,21.6,0.0,5.2,58,8.752,
25.8.2026,8:51:12.107,23.9,22.0,3.6,58,11.852,
25.8.2026,8:51:12.314,26.4,0.0,2.0,58,8.310,
25.8.2026,8:51:12.520,28.2,5.7,6.2,58,8.438,
25.8.2026,8:51:12.730,29.7,0.0,3.0,56,10.548,
25.8.2026,8:51:12.936,62.1,0.0,2.0,77,10.130,
25.8.2026,8:51:13.142,70.1,13.3,8.9,59,14.614,
25.8.2026,8:51:13.349,26.6,0.0,6.1,62,11.266,
25.8.2026,8:51:13.553,15.7,0.0,2.6,57,9.888,
25.8.2026,8:51:13.745,18.4,22.5,5.2,58,10.333,
25.8.2026,8:51:13.954,16.7,0.0,2.1,56,11.278,
25.8.2026,8:51:14.161,23.5,0.0,5.8,58,11.757,
25.8.2026,8:51:14.372,42.1,30.7,6.8,79,9.459,
25.8.2026,8:51:14.560,107.3,0.0,7.0,57,9.459,
25.8.2026,8:51:14.765,46.2,0.0,3.2,57,17.080,
25.8.2026,8:51:14.972,46.9,18.3,7.3,57,9.623,
25.8.2026,8:51:15.179,38.3,22.9,3.9,58,11.326,
25.8.2026,8:51:15.384,21.1,0.0,1.8,57,11.651,
25.8.2026,8:51:15.590,28.3,0.0,1.9,57,11.274,
25.8.2026,8:51:15.799,25.4,0.0,6.3,57,11.629,
25.8.2026,8:51:16.007,39.4,26.6,5.8,56,11.000,
25.8.2026,8:51:16.198,27.3,12.1,2.5,56,9.403,
25.8.2026,8:51:16.406,26.3,0.0,2.1,81,9.815,
25.8.2026,8:51:16.613,40.3,26.5,6.3,80,10.042,
25.8.2026,8:51:16.820,92.1,7.8,5.2,83,8.497,
25.8.2026,8:51:17.013,21.8,0.0,2.0,82,12.119,
25.8.2026,8:51:17.219,31.2,22.9,3.0,61,9.917,
25.8.2026,8:51:17.423,50.4,0.0,6.4,59,9.658,
25.8.2026,8:51:17.630,77.6,7.0,3.8,63,9.539,
25.8.2026,8:51:17.837,20.3,0.0,1.6,69,9.693,
25.8.2026,8:51:18.027,20.6,6.2,3.2,61,10.279,
25.8.2026,8:51:18.234,19.5,0.0,2.0,59,9.868,
25.8.2026,8:51:18.442,21.3,0.0,6.3,59,9.911,
25.8.2026,8:51:18.647,111.2,29.1,8.1,60,12.360,
25.8.2026,8:51:18.853,52.2,0.0,2.9,58,13.421,
25.8.2026,8:51:19.042,21.8,0.0,3.8,60,9.361,
25.8.2026,8:51:19.253,46.9,34.4,5.2,56,11.143,
25.8.2026,8:51:19.460,18.0,0.0,5.2,57,10.500,
25.8.2026,8:51:19.664,28.5,6.8,3.1,59,10.439,
25.8.2026,8:51:19.869,88.0,0.4,3.7,61,9.997,
25.8.2026,8:51:20.079,40.0,0.0,5.1,58,11.445,
25.8.2026,8:51:20.287,28.4,17.9,5.8,58,11.026,
25.8.2026,8:51:20.491,55.2,0.0,3.0,58,9.403,
25.8.2026,8:51:20.681,27.4,18.0,6.9,57,11.192,
25.8.2026,8:51:20.888,29.4,0.0,2.2,58,10.772,
25.8.2026,8:51:21.098,43.5,0.0,7.9,57,10.074,
25.8.2026,8:51:21.302,37.4,0.0,4.0,57,9.406,
25.8.2026,8:51:21.507,50.9,0.0,4.0,59,11.143,
25.8.2026,8:51:21.699,50.9,0.0,4.0,58,9.644,
25.8.2026,8:51:21.906,37.3,26.7,3.7,57,10.013,
25.8.2026,8:51:22.116,56.6,0.0,3.2,58,9.492,
25.8.2026,8:51:22.320,67.7,0.0,3.3,67,12.447,
25.8.2026,8:51:22.513,54.4,27.8,6.7,56,12.017,
25.8.2026,8:51:22.717,25.6,5.6,6.0,60,11.798,
25.8.2026,8:51:22.922,72.5,0.7,7.2,58,16.288,
25.8.2026,8:51:23.130,30.6,0.0,3.6,58,11.630,
25.8.2026,8:51:23.334,27.0,0.0,5.3,58,11.216,
25.8.2026,8:51:23.527,46.2,0.0,2.4,56,10.096,
25.8.2026,8:51:23.734,22.9,5.0,2.9,63,10.890,
25.8.2026,8:51:23.942,22.7,0.0,3.6,58,8.730,
25.8.2026,8:51:24.150,34.9,6.5,5.2,58,10.802,
25.8.2026,8:51:24.337,22.4,0.0,1.8,58,11.011,
25.8.2026,8:51:24.546,39.8,0.0,5.7,59,11.376,
25.8.2026,8:51:24.753,24.8,12.1,3.6,58,10.299,
25.8.2026,8:51:24.958,33.2,0.0,5.6,58,11.558,
25.8.2026,8:51:25.150,28.6,0.0,3.3,57,8.705,
25.8.2026,8:51:25.355,20.1,27.1,3.6,57,8.965,
25.8.2026,8:51:25.564,28.2,0.0,1.2,62,11.161,
25.8.2026,8:51:25.772,57.3,22.8,5.6,57,9.252,
25.8.2026,8:51:25.975,36.6,13.0,7.6,57,12.250,
25.8.2026,8:51:26.181,32.3,0.0,1.7,58,9.181,
25.8.2026,8:51:26.390,33.5,22.0,5.4,59,9.708,
25.8.2026,8:51:26.598,62.2,0.4,4.6,58,11.702,
25.8.2026,8:51:26.805,28.8,0.0,7.1,59,14.296,
25.8.2026,8:51:27.011,40.1,5.8,2.5,58,8.347,
25.8.2026,8:51:27.198,46.7,0.0,2.3,58,11.007,
25.8.2026,8:51:27.409,23.4,17.7,4.5,58,9.807,
25.8.2026,8:51:27.616,24.1,0.0,4.7,57,8.771,
25.8.2026,8:51:27.822,45.2,0.0,4.4,56,10.373,
25.8.2026,8:51:28.028,22.2,0.0,2.6,57,9.788,
25.8.2026,8:51:28.238,41.4,12.3,3.9,58,10.498,
25.8.2026,8:51:28.446,44.4,26.8,7.8,57,10.513,
25.8.2026,8:51:28.650,24.6,0.0,1.7,57,11.347,
25.8.2026,8:51:28.859,33.2,0.0,1.2,72,8.918,
25.8.2026,8:51:29.065,33.3,0.0,4.5,58,11.903,
25.8.2026,8:51:29.273,29.1,22.8,3.9,57,10.605,
25.8.2026,8:51:29.479,34.5,0.0,5.4,55,10.965,
25.8.2026,8:51:29.688,46.5,5.4,2.4,59,8.240,
25.8.2026,8:51:29.894,26.6,0.0,5.9,57,11.714,
25.8.2026,8:51:30.102,17.9,0.0,4.4,57,9.530,
25.8.2026,8:51:30.291,20.1,26.7,3.9,57,9.853,
25.8.2026,8:51:30.499,67.3,0.0,2.4,56,10.872,
25.8.2026,8:51:30.707,77.5,18.4,4.7,89,9.758,
25.8.2026,8:51:30.914,39.1,0.0,5.7,57,14.514,
25.8.2026,8:51:31.118,77.8,0.0,6.1,57,12.470,
25.8.2026,8:51:31.310,153.3,25.3,3.6,58,12.470,
25.8.2026,8:51:31.514,40.1,6.4,4.7,58,11.503,
25.8.2026,8:51:31.722,80.2,0.0,6.2,57,10.624,
25.8.2026,8:51:31.928,208.6,9.7,6.2,58,10.967,
25.8.2026,8:51:32.120,22.3,0.0,3.1,58,9.806,
25.8.2026,8:51:32.328,63.3,6.1,3.9,82,12.318,
25.8.2026,8:51:32.535,101.9,0.9,5.5,83,10.693,
25.8.2026,8:51:32.742,29.5,6.1,2.9,80,11.711,
25.8.2026,8:51:32.933,119.1,0.0,1.8,82,9.943,
25.8.2026,8:51:33.138,57.2,6.8,2.1,69,10.373,
25.8.2026,8:51:33.345,24.1,0.0,4.3,59,11.175,
25.8.2026,8:51:33.553,32.8,0.0,5.1,60,10.079,
25.8.2026,8:51:33.762,40.1,0.0,3.3,61,11.636,
25.8.2026,8:51:33.949,19.4,30.9,4.0,64,11.205,
25.8.2026,8:51:34.157,71.0,6.9,5.0,56,9.306,
25.8.2026,8:51:34.366,29.0,0.0,4.3,61,9.776,
25.8.2026,8:51:34.557,52.4,11.5,3.7,57,13.781,
25.8.2026,8:51:34.765,54.3,0.0,4.2,57,8.211,
25.8.2026,8:51:34.968,78.0,0.5,7.6,57,10.704,
25.8.2026,8:51:35.178,55.6,0.0,5.7,57,14.222,
25.8.2026,8:51:35.384,51.6,13.0,3.5,56,7.841,
25.8.2026,8:51:35.579,54.2,11.5,6.6,56,10.382,
25.8.2026,8:51:35.784,39.0,0.0,1.8,57,8.502,
25.8.2026,8:51:35.991,46.9,0.0,3.2,58,11.443,
25.8.2026,8:51:36.196,54.7,22.8,6.4,57,10.208,
25.8.2026,8:51:36.388,54.7,22.8,6.4,57,10.166,
25.8.2026,8:51:36.597,72.4,0.0,1.7,55,10.965,
25.8.2026,8:51:36.806,45.1,0.0,6.5,56,8.166,
25.8.2026,8:51:36.996,68.4,26.8,3.6,55,8.709,
25.8.2026,8:51:37.207,55.8,0.0,6.1,56,12.015,
25.8.2026,8:51:37.414,63.6,0.5,4.1,53,10.337,
25.8.2026,8:51:37.618,64.0,0.0,2.7,52,7.732,
25.8.2026,8:51:37.810,52.1,27.3,9.5,54,6.971,
25.8.2026,8:51:38.019,266.4,3.5,2.5,58,8.348,
25.8.2026,8:51:38.225,78.5,7.0,10.0,56,10.500,
25.8.2026,8:51:38.416,98.2,7.1,5.1,57,10.471,
25.8.2026,8:51:38.624,55.1,0.0,5.3,59,11.153,
25.8.2026,8:51:38.830,24.9,6.2,2.8,58,9.650,
25.8.2026,8:51:39.035,105.3,0.0,7.1,61,17.169,
25.8.2026,8:51:39.246,40.6,0.0,5.2,59,10.757,
25.8.2026,8:51:39.448,64.9,13.2,5.7,85,11.930,
25.8.2026,8:51:39.639,29.3,0.0,8.8,87,17.892,
25.8.2026,8:51:39.842,30.3,0.0,7.7,87,20.387,
25.8.2026,8:51:40.053,35.4,7.0,8.0,61,21.142,
25.8.2026,8:51:40.253,708.2,16.2,13.8,86,19.881,
25.8.2026,8:51:40.460,34.9,0.0,7.6,91,20.993,
25.8.2026,8:51:40.653,45.5,0.0,10.9,91,19.475,
25.8.2026,8:51:40.856,51.8,6.7,9.7,64,22.111,
25.8.2026,8:51:41.065,28.7,6.3,7.4,59,13.189,
25.8.2026,8:51:41.269,73.0,0.0,5.2,59,13.048,
25.8.2026,8:51:41.477,34.6,0.0,5.4,73,10.668,
25.8.2026,8:51:41.668,645.6,30.1,3.8,59,16.762,
25.8.2026,8:51:41.875,117.7,0.0,3.4,59,12.040,
25.8.2026,8:51:42.082,81.3,13.3,6.6,60,10.851,
25.8.2026,8:51:42.289,34.9,12.0,4.2,58,9.491,
25.8.2026,8:51:42.480,56.9,0.0,1.6,59,9.491,
25.8.2026,8:51:42.688,44.9,23.0,5.9,56,8.602,
25.8.2026,8:51:42.896,29.0,0.0,5.6,82,9.522,
25.8.2026,8:51:43.104,77.6,0.0,5.4,57,10.623,
25.8.2026,8:51:43.293,36.5,0.0,2.0,57,15.768,
25.8.2026,8:51:43.499,33.9,31.3,4.4,84,9.536,
25.8.2026,8:51:43.709,98.6,0.5,6.5,84,10.555,
25.8.2026,8:51:43.915,40.6,5.8,3.3,82,10.780,
25.8.2026,8:51:44.106,42.4,0.0,2.1,83,10.711,
25.8.2026,8:51:44.314,70.1,6.5,6.9,65,10.549,
25.8.2026,8:51:44.522,114.9,0.0,5.3,85,11.397,
25.8.2026,8:51:44.714,44.7,0.0,1.7,70,13.981,
25.8.2026,8:51:44.923,40.7,0.0,2.6,59,8.640,
25.8.2026,8:51:45.126,49.2,31.4,8.8,59,10.241,
25.8.2026,8:51:45.333,37.5,6.3,2.9,61,10.998,
25.8.2026,8:51:45.525,42.6,0.0,1.5,57,10.566,
25.8.2026,8:51:45.734,24.0,0.0,1.5,58,8.474,
25.8.2026,8:51:45.939,31.4,0.0,3.6,59,11.772,
25.8.2026,8:51:46.141,92.6,19.4,7.9,59,10.565,
25.8.2026,8:51:46.349,114.0,0.0,3.4,62,9.372,
25.8.2026,8:51:46.556,55.0,22.7,4.7,59,9.254,
25.8.2026,8:51:46.749,44.3,0.0,1.5,58,10.748,
25.8.2026,8:51:46.953,97.9,7.3,5.1,55,9.355,
25.8.2026,8:51:47.158,32.4,0.0,3.3,59,9.958,
25.8.2026,8:51:47.367,37.7,12.7,7.6,59,10.715,
25.8.2026,8:51:47.570,33.6,13.3,3.4,59,10.216,
25.8.2026,8:51:47.764,33.6,13.3,3.4,59,11.867,
25.8.2026,8:51:47.966,30.6,0.0,4.5,57,10.899,
25.8.2026,8:51:48.175,42.1,6.9,2.2,58,10.262,
25.8.2026,8:51:48.381,54.2,6.8,7.2,57,10.250,
25.8.2026,8:51:48.571,41.9,0.0,3.8,92,9.520,
25.8.2026,8:51:48.778,69.8,7.7,6.0,59,14.647,
25.8.2026,8:51:48.984,89.1,0.3,4.8,59,11.312,
25.8.2026,8:51:49.192,31.6,0.0,4.9,59,12.449,
25.8.2026,8:51:49.400,103.8,8.6,3.6,60,10.903,
25.8.2026,8:51:49.590,30.5,0.0,5.2,56,14.364,
25.8.2026,8:51:49.797,29.1,21.9,3.2,60,8.795,
25.8.2026,8:51:50.003,54.6,0.0,4.4,62,10.062,
25.8.2026,8:51:50.211,50.8,6.5,5.4,75,10.007,
25.8.2026,8:51:50.403,49.1,0.0,2.5,61,10.934,
25.8.2026,8:51:50.610,68.1,0.0,2.6,60,12.581,
25.8.2026,8:51:50.818,28.4,0.0,3.8,59,11.866,
25.8.2026,8:51:51.026,46.1,0.0,5.2,58,11.759,
25.8.2026,8:51:51.215,34.6,0.0,1.4,58,8.944,
25.8.2026,8:51:51.420,34.5,6.7,2.7,59,11.117,
25.8.2026,8:51:51.634,71.1,0.0,4.1,56,10.323,
25.8.2026,8:51:51.839,50.8,0.0,3.9,58,10.143,
25.8.2026,8:51:52.044,25.0,17.3,3.4,58,9.850,
25.8.2026,8:51:52.251,92.1,0.6,3.0,63,10.246,
25.8.2026,8:51:52.463,42.0,0.0,5.3,58,10.363,
25.8.2026,8:51:52.666,137.9,0.0,4.5,59,13.205,
25.8.2026,8:51:52.874,55.2,2.3,3.8,58,12.190,
25.8.2026,8:51:53.083,54.6,0.0,4.0,58,9.686,
25.8.2026,8:51:53.287,69.0,0.0,5.5,60,10.691,
25.8.2026,8:51:53.478,151.4,28.8,5.7,58,9.779,
25.8.2026,8:51:53.687,35.2,5.7,1.7,58,11.471,
25.8.2026,8:51:53.891,74.0,0.5,3.8,58,10.209,
25.8.2026,8:51:54.099,88.1,1.0,5.7,59,10.090,
25.8.2026,8:51:54.304,221.4,3.1,2.1,59,10.099,
25.8.2026,8:51:54.498,44.6,0.0,2.7,58,11.240,
25.8.2026,8:51:54.701,52.4,0.0,2.1,55,10.584,
25.8.2026,8:51:54.912,36.1,17.8,9.4,58,11.217,
25.8.2026,8:51:55.121,48.2,0.0,3.8,60,10.671,
25.8.2026,8:51:55.308,119.0,7.3,2.7,58,10.671,
25.8.2026,8:51:55.515,61.9,0.0,1.7,58,8.913,
25.8.2026,8:51:55.724,45.6,23.4,8.7,56,10.248,
25.8.2026,8:51:55.927,53.5,0.0,2.7,59,13.986,
25.8.2026,8:51:56.132,28.4,18.2,3.3,58,10.223,
25.8.2026,8:51:56.327,50.9,6.8,3.9,58,11.456,
25.8.2026,8:51:56.530,97.4,0.0,1.5,84,11.259,
25.8.2026,8:51:56.736,141.3,24.9,9.7,86,9.798,
25.8.2026,8:51:56.943,119.7,7.9,4.1,86,15.695,
25.8.2026,8:51:57.149,38.2,0.0,2.2,80,9.887,
25.8.2026,8:51:57.340,51.9,0.0,1.5,82,11.531,
25.8.2026,8:51:57.547,47.9,6.4,3.2,63,9.077,
25.8.2026,8:51:57.756,103.2,0.4,5.6,62,9.379,
25.8.2026,8:51:57.959,89.0,0.9,3.6,65,10.869,
25.8.2026,8:51:58.154,42.0,0.0,1.5,63,11.350,
25.8.2026,8:51:58.358,228.1,21.3,7.3,58,9.645,
25.8.2026,8:51:58.564,38.7,0.0,3.0,58,11.085,
25.8.2026,8:51:58.772,89.9,6.9,2.2,57,10.220,
25.8.2026,8:51:58.977,89.2,0.0,2.0,60,9.338,
25.8.2026,8:51:59.169,61.2,27.5,4.0,58,10.651,
25.8.2026,8:51:59.377,152.2,1.8,6.4,80,10.326,
25.8.2026,8:51:59.584,31.9,6.0,5.6,59,14.323,
25.8.2026,8:51:59.791,38.9,0.0,2.9,59,12.962,
25.8.2026,8:51:59.981,16.1,18.0,3.5,59,9.738,
25.8.2026,8:52:0.187,27.0,0.0,6.2,60,9.489,
25.8.2026,8:52:0.397,59.7,30.9,8.0,56,11.524,
25.8.2026,8:52:0.600,58.6,0.0,2.3,59,9.979,
25.8.2026,8:52:0.794,58.6,0.0,2.3,83,12.702,
25.8.2026,8:52:1.005,132.9,0.0,4.7,59,15.500,
25.8.2026,8:52:1.208,31.3,0.0,13.1,59,10.309,
25.8.2026,8:52:1.418,50.6,0.0,2.3,56,13.009,
25.8.2026,8:52:1.625,90.8,27.5,3.0,58,8.769,
25.8.2026,8:52:1.836,59.6,5.8,6.4,55,9.812,
25.8.2026,8:52:2.041,28.4,0.0,2.5,58,9.506,
25.8.2026,8:52:2.231,22.7,0.0,2.5,59,12.555,
25.8.2026,8:52:2.434,51.0,27.6,10.0,60,12.196,
25.8.2026,8:52:2.641,55.8,0.0,5.2,58,12.576,
25.8.2026,8:52:2.852,63.4,7.7,5.8,58,11.727,
25.8.2026,8:52:3.040,34.8,0.0,2.2,57,8.084,
25.8.2026,8:52:3.249,35.0,0.0,3.0,58,10.659,
25.8.2026,8:52:3.457,89.8,0.0,2.9,61,11.374,
25.8.2026,8:52:3.661,25.6,0.0,8.7,59,11.912,
25.8.2026,8:52:3.868,17.9,26.9,3.1,62,11.382,
25.8.2026,8:52:4.060,50.5,6.6,2.8,59,9.641,
25.8.2026,8:52:4.265,74.7,0.0,1.5,59,10.223,
25.8.2026,8:52:4.472,59.2,0.0,5.3,59,10.629,
25.8.2026,8:52:4.678,31.1,6.3,5.9,76,11.997,
25.8.2026,8:52:4.883,18.3,0.0,4.4,63,14.177,
25.8.2026,8:52:5.079,88.3,19.6,6.2,60,13.296,
25.8.2026,8:52:5.286,16.4,0.0,5.6,57,11.675,
25.8.2026,8:52:5.489,88.1,0.0,4.0,59,10.563,
25.8.2026,8:52:5.699,50.5,0.0,5.8,59,10.527,
25.8.2026,8:52:5.890,116.1,0.4,1.9,58,10.323,
25.8.2026,8:52:6.094,24.0,5.7,4.2,59,9.837,
25.8.2026,8:52:6.304,18.6,0.0,4.9,57,9.901,
25.8.2026,8:52:6.508,36.1,30.9,3.6,58,12.352,
25.8.2026,8:52:6.699,82.7,0.0,2.2,58,10.696,
25.8.2026,8:52:6.907,64.6,0.0,2.1,58,9.993,
25.8.2026,8:52:7.112,58.6,18.5,5.9,59,9.721,
25.8.2026,8:52:7.321,84.0,6.6,4.7,59,10.461,
25.8.2026,8:52:7.511,31.7,0.0,1.4,57,10.461,
25.8.2026,8:52:7.718,54.1,0.0,4.2,57,8.740,
25.8.2026,8:52:7.928,52.6,0.0,6.6,59,11.593,
25.8.2026,8:52:8.132,33.7,6.1,2.3,57,11.010,
25.8.2026,8:52:8.325,136.6,0.0,2.3,57,10.201,
25.8.2026,8:52:8.532,93.1,7.6,4.4,84,9.761,
25.8.2026,8:52:8.740,65.5,7.0,6.3,84,10.913,
25.8.2026,8:52:8.945,42.5,0.1,4.7,83,9.558,
25.8.2026,8:52:9.138,76.2,0.0,3.6,82,13.316,
25.8.2026,8:52:9.342,38.5,0.0,2.3,64,12.851,
25.8.2026,8:52:9.550,39.2,18.2,5.2,71,10.737,
25.8.2026,8:52:9.756,35.2,0.0,4.6,63,12.850,
25.8.2026,8:52:9.946,84.2,19.0,3.4,62,10.469,
25.8.2026,8:52:10.157,39.2,0.0,2.0,58,9.145,
25.8.2026,8:52:10.361,32.3,12.3,7.1,63,10.759,
25.8.2026,8:52:10.571,48.2,0.0,4.5,59,10.801,
25.8.2026,8:52:10.763,33.3,12.3,6.6,57,8.359,
25.8.2026,8:52:10.966,25.0,0.0,2.1,62,10.166,
25.8.2026,8:52:11.175,19.3,11.4,7.7,57,12.683,
25.8.2026,8:52:11.381,41.2,0.0,4.2,58,8.151,
25.8.2026,8:52:11.587,59.8,6.9,5.8,60,9.549,
25.8.2026,8:52:11.796,101.1,19.7,3.7,57,10.334,
25.8.2026,8:52:12.002,51.2,0.0,4.2,59,10.884,
25.8.2026,8:52:12.206,91.7,8.1,5.5,60,11.289,
25.8.2026,8:52:12.414,39.3,12.3,5.6,58,12.922,
25.8.2026,8:52:12.620,50.4,0.0,2.6,58,9.309,
25.8.2026,8:52:12.827,57.2,18.7,4.8,61,10.437,
25.8.2026,8:52:13.034,102.0,0.0,6.2,82,13.053,
25.8.2026,8:52:13.240,44.3,12.1,6.2,60,16.219,
25.8.2026,8:52:13.447,74.8,0.0,2.6,59,10.001,
25.8.2026,8:52:13.638,58.9,0.0,3.3,59,12.761,
25.8.2026,8:52:13.842,24.1,0.0,3.5,59,9.930,
25.8.2026,8:52:14.051,21.0,5.8,6.1,58,12.432,
25.8.2026,8:52:14.256,62.3,18.5,4.6,59,10.818,
25.8.2026,8:52:14.462,25.5,6.8,6.7,82,11.315,
25.8.2026,8:52:14.653,25.5,6.8,6.7,60,13.642,
25.8.2026,8:52:14.861,49.8,0.0,2.4,59,11.607,
25.8.2026,8:52:15.066,34.4,0.0,4.7,56,8.758,
25.8.2026,8:52:15.275,38.2,34.2,9.0,56,10.640,
25.8.2026,8:52:15.468,49.1,0.0,1.7,57,12.251,
25.8.2026,8:52:15.672,59.1,19.3,5.0,57,9.446,
25.8.2026,8:52:15.882,67.9,0.0,3.7,57,10.261,
25.8.2026,8:52:16.085,40.4,6.3,6.4,58,10.760,
25.8.2026,8:52:16.276,40.3,0.0,2.0,55,12.217,
25.8.2026,8:52:16.485,66.0,0.2,2.0,62,11.001,
25.8.2026,8:52:16.691,22.8,0.0,2.6,61,11.532,
25.8.2026,8:52:16.897,20.7,17.6,9.6,58,10.931,
25.8.2026,8:52:17.104,97.5,7.9,1.8,62,10.168,
25.8.2026,8:52:17.293,35.6,0.0,2.2,58,11.008,
25.8.2026,8:52:17.502,50.5,7.0,2.9,59,10.292,
25.8.2026,8:52:17.706,27.4,0.0,5.6,58,12.312,
25.8.2026,8:52:17.914,19.6,0.0,5.0,59,10.154,
25.8.2026,8:52:18.104,18.4,12.2,2.9,57,10.707,
25.8.2026,8:52:18.312,15.5,5.2,2.0,61,8.198,
25.8.2026,8:52:18.519,90.2,0.3,7.7,71,10.175,
25.8.2026,8:52:18.727,79.1,0.4,5.5,59,12.075,
25.8.2026,8:52:18.933,17.7,0.0,2.6,59,8.789,
25.8.2026,8:52:19.124,31.1,17.6,4.0,58,9.232,
25.8.2026,8:52:19.328,68.7,12.6,3.2,59,11.364,
25.8.2026,8:52:19.534,21.6,0.0,9.2,58,10.183,
25.8.2026,8:52:19.744,40.4,12.4,2.2,56,10.448,
25.8.2026,8:52:19.933,16.8,0.0,3.2,59,10.934,
25.8.2026,8:52:20.142,30.7,0.0,4.2,58,11.366,
25.8.2026,8:52:20.350,21.7,27.0,8.6,57,9.360,
25.8.2026,8:52:20.559,30.8,5.7,2.4,78,9.008,
25.8.2026,8:52:20.746,45.9,0.0,3.8,58,9.008,
25.8.2026,8:52:20.954,74.4,27.8,4.0,59,10.842,
25.8.2026,8:52:21.161,28.1,0.0,6.2,59,7.644,
25.8.2026,8:52:21.368,24.6,26.8,4.6,57,10.795,
25.8.2026,8:52:21.559,51.3,5.4,1.7,57,9.628,
25.8.2026,8:52:21.769,24.7,0.0,4.2,82,10.057,
25.8.2026,8:52:21.973,31.0,0.0,5.1,82,12.286,
25.8.2026,8:52:22.183,27.3,0.0,1.5,84,10.202,
25.8.2026,8:52:22.388,18.7,5.9,2.4,83,11.210,
