Date,Time,"Core 0 T0 Effective Clock [MHz]","Core 0 T0 Usage [%]","Total CPU Usage [%]","CPU Package [¡ÆC]","CPU Package Power [W]",
9.9.2026,19:23:42.752,193.2,9.4,5.0,41,6.568,
9.9.2026,19:23:42.962,202.7,1.8,1.4,40,5.941,
9.9.2026,19:23:43.181,316.1,10.7,11.8,41,6.127,
9.9.2026,19:23:43.376,213.3,7.7,3.1,42,7.185,
9.9.2026,19:23:43.573,225.4,8.1,3.4,42,6.021,
9.9.2026,19:23:43.800,164.2,0.3,0.0,41,5.857,
9.9.2026,19:23:44.011,176.5,8.9,5.8,42,5.754,
9.9.2026,19:23:44.220,272.8,6.6,2.0,43,6.172,
9.9.2026,19:23:44.421,194.2,7.6,6.2,43,6.094,
9.9.2026,19:23:44.634,417.8,1.8,2.0,41,6.304,
9.9.2026,19:23:44.851,120.2,8.5,7.2,42,7.593,
9.9.2026,19:23:45.055,157.4,4.3,3.4,40,5.832,
9.9.2026,19:23:45.251,259.9,7.0,5.8,42,5.832,
9.9.2026,19:23:45.462,204.4,1.6,0.6,41,6.138,
9.9.2026,19:23:45.658,245.5,9.8,4.7,41,7.014,
9.9.2026,19:23:45.857,161.0,7.2,6.3,41,6.075,
9.9.2026,19:23:46.064,192.1,0.0,2.1,40,5.917,
9.9.2026,19:23:46.279,263.6,8.3,2.2,41,5.759,
9.9.2026,19:23:46.491,327.8,10.7,3.2,41,6.150,
9.9.2026,19:23:46.703,192.0,1.4,4.3,41,6.526,
9.9.2026,19:23:46.915,100.5,6.8,4.4,42,5.947,
9.9.2026,19:23:47.119,177.2,6.9,7.8,40,5.966,
9.9.2026,19:23:47.322,138.1,4.1,2.9,41,5.621,
9.9.2026,19:23:47.526,168.7,4.1,4.6,41,5.978,
9.9.2026,19:23:47.743,235.4,6.4,1.7,41,5.738,
9.9.2026,19:23:47.959,172.3,5.6,2.4,41,5.846,
9.9.2026,19:23:48.162,204.9,0.0,3.0,41,5.818,
9.9.2026,19:23:48.358,262.1,7.7,2.6,41,5.923,
9.9.2026,19:23:48.568,369.2,11.5,10.3,41,6.358,
9.9.2026,19:23:48.776,282.7,5.6,0.7,41,7.669,
9.9.2026,19:23:48.991,85.6,7.3,9.1,41,5.780,
9.9.2026,19:23:49.204,182.3,0.0,0.5,41,5.865,
9.9.2026,19:23:49.403,192.2,7.4,2.5,41,5.772,
9.9.2026,19:23:49.619,265.2,7.7,7.9,42,5.615,
9.9.2026,19:23:49.831,227.0,0.9,1.0,40,7.013,
9.9.2026,19:23:50.029,177.0,7.8,5.9,40,5.939,
9.9.2026,19:23:50.238,218.8,7.6,3.6,42,5.595,
9.9.2026,19:23:50.438,142.3,2.7,0.8,41,5.985,
9.9.2026,19:23:50.648,154.9,4.6,4.3,41,5.866,
9.9.2026,19:23:50.848,223.8,8.8,8.1,40,6.161,
9.9.2026,19:23:51.059,242.9,1.0,0.8,41,6.220,
9.9.2026,19:23:51.270,362.7,11.1,6.2,41,6.593,
9.9.2026,19:23:51.490,374.5,3.1,0.5,40,6.619,
9.9.2026,19:23:51.697,428.8,9.9,6.3,42,6.658,
9.9.2026,19:23:51.912,342.2,10.8,6.8,41,6.892,
9.9.2026,19:23:52.120,374.2,2.8,1.3,41,6.575,
9.9.2026,19:23:52.336,443.4,12.5,7.5,41,6.828,
9.9.2026,19:23:52.534,286.6,2.5,0.3,41,6.828,
9.9.2026,19:23:52.742,223.7,7.5,8.0,40,6.128,
9.9.2026,19:23:52.945,248.6,11.7,4.0,41,6.499,
9.9.2026,19:23:53.146,193.1,0.0,1.5,40,5.987,
9.9.2026,19:23:53.356,221.1,5.7,4.3,41,5.755,
9.9.2026,19:23:53.569,185.0,8.8,5.2,41,5.800,
9.9.2026,19:23:53.775,247.0,1.8,2.1,39,6.727,
9.9.2026,19:23:53.978,263.0,6.7,1.6,40,6.083,
9.9.2026,19:23:54.180,176.6,5.4,3.7,41,5.666,
9.9.2026,19:23:54.384,211.5,6.9,4.4,41,5.671,
9.9.2026,19:23:54.581,123.8,3.1,1.1,40,5.671,
9.9.2026,19:23:54.792,519.0,13.5,3.7,40,7.887,
9.9.2026,19:23:55.010,179.2,0.0,2.3,40,7.206,
9.9.2026,19:23:55.208,243.9,7.3,3.5,40,6.059,
9.9.2026,19:23:55.414,186.8,4.6,2.7,40,5.819,
9.9.2026,19:23:55.629,203.7,8.7,6.6,40,5.755,
9.9.2026,19:23:55.836,196.8,2.8,0.5,40,5.931,
9.9.2026,19:23:56.048,181.9,8.1,5.1,39,5.701,
9.9.2026,19:23:56.261,217.0,8.3,4.5,41,5.818,
9.9.2026,19:23:56.463,192.5,5.8,3.9,39,5.806,
9.9.2026,19:23:56.674,216.3,2.9,1.1,39,6.335,
9.9.2026,19:23:56.881,295.9,12.3,5.5,41,6.154,
9.9.2026,19:23:57.095,236.7,2.8,4.6,40,5.951,
9.9.2026,19:23:57.299,237.5,9.7,4.6,39,5.856,
9.9.2026,19:23:57.496,217.5,6.7,3.4,39,5.865,
9.9.2026,19:23:57.707,200.3,1.9,2.0,39,5.804,
9.9.2026,19:23:57.922,249.7,9.9,4.5,39,5.896,
9.9.2026,19:23:58.133,203.9,1.1,1.5,39,5.852,
9.9.2026,19:23:58.345,264.8,12.6,8.1,39,6.019,
9.9.2026,19:23:58.553,195.9,5.0,1.9,39,5.735,
9.9.2026,19:23:58.759,213.6,0.9,1.1,40,6.432,
9.9.2026,19:23:58.972,279.4,11.7,5.2,41,6.098,
9.9.2026,19:23:59.184,234.2,2.7,1.5,39,5.896,
9.9.2026,19:23:59.399,248.8,10.8,10.4,41,6.305,
9.9.2026,19:23:59.609,237.0,2.6,0.3,40,5.785,
9.9.2026,19:23:59.823,460.7,14.0,4.6,39,7.407,
9.9.2026,19:24:0.033,239.9,8.1,5.0,39,5.849,
9.9.2026,19:24:0.246,282.0,3.2,3.7,40,6.841,
9.9.2026,19:24:0.469,265.1,6.6,1.2,40,6.970,
9.9.2026,19:24:0.667,218.0,6.9,4.5,40,6.280,
9.9.2026,19:24:0.883,224.9,0.8,2.8,41,6.086,
9.9.2026,19:24:1.090,271.9,12.4,4.1,41,6.083,
9.9.2026,19:24:1.305,260.1,0.1,2.7,40,6.150,
9.9.2026,19:24:1.502,307.3,8.8,5.7,41,6.874,
9.9.2026,19:24:1.703,375.5,8.6,3.3,40,6.400,
9.9.2026,19:24:1.906,437.5,8.3,4.3,41,6.708,
9.9.2026,19:24:2.122,417.0,12.0,4.5,41,6.624,
9.9.2026,19:24:2.334,502.2,6.4,2.9,40,6.839,
9.9.2026,19:24:2.533,164.4,6.1,4.7,40,5.616,
9.9.2026,19:24:2.742,188.1,2.9,3.2,41,6.349,
9.9.2026,19:24:2.938,336.5,11.5,4.7,40,7.255,
9.9.2026,19:24:3.142,173.3,4.7,1.6,39,5.873,
9.9.2026,19:24:3.353,224.9,9.2,3.8,40,6.042,
9.9.2026,19:24:3.568,267.5,2.0,2.6,40,6.388,
9.9.2026,19:24:3.766,273.5,10.1,7.8,40,6.309,
9.9.2026,19:24:3.978,324.2,12.3,3.4,40,6.148,
9.9.2026,19:24:4.194,125.9,0.0,0.7,39,6.203,
9.9.2026,19:24:4.404,224.3,9.7,8.0,39,6.815,
9.9.2026,19:24:4.617,303.4,3.0,2.4,40,7.577,
9.9.2026,19:24:4.815,287.5,10.0,6.4,40,7.278,
9.9.2026,19:24:5.022,629.8,14.2,6.9,41,8.575,
9.9.2026,19:24:5.234,336.8,13.8,6.4,40,6.511,
9.9.2026,19:24:5.445,630.9,8.6,3.5,40,9.455,
9.9.2026,19:24:5.642,265.8,9.6,6.1,40,5.936,
9.9.2026,19:24:5.853,365.7,13.2,3.0,40,6.489,
9.9.2026,19:24:6.067,272.2,2.8,2.2,40,6.051,
9.9.2026,19:24:6.271,182.0,5.3,1.9,39,5.835,
9.9.2026,19:24:6.482,138.5,7.1,4.0,41,5.707,
9.9.2026,19:24:6.699,210.4,6.2,8.9,40,6.528,
9.9.2026,19:24:6.914,219.1,2.6,0.3,39,5.757,
9.9.2026,19:24:7.117,182.6,4.9,2.4,39,5.841,
9.9.2026,19:24:7.321,219.2,6.0,3.5,39,5.685,
9.9.2026,19:24:7.540,170.2,2.5,2.1,39,5.716,
9.9.2026,19:24:7.753,191.5,8.4,7.3,39,5.912,
9.9.2026,19:24:7.954,217.5,3.9,1.3,39,5.876,
9.9.2026,19:24:8.169,194.3,5.0,5.6,44,6.952,
9.9.2026,19:24:8.372,209.7,5.7,1.3,39,5.721,
9.9.2026,19:24:8.590,288.8,6.9,4.3,39,6.066,
9.9.2026,19:24:8.801,229.9,9.6,5.3,39,6.463,
9.9.2026,19:24:9.000,193.6,8.5,3.5,39,5.944,
9.9.2026,19:24:9.208,282.6,3.3,4.3,46,6.871,
9.9.2026,19:24:9.420,195.8,9.1,3.9,39,6.158,
9.9.2026,19:24:9.632,270.8,4.1,1.3,39,6.215,
9.9.2026,19:24:9.843,251.9,4.3,1.2,39,6.036,
9.9.2026,19:24:10.044,240.3,9.8,6.5,40,6.014,
9.9.2026,19:24:10.250,235.4,5.4,1.1,39,5.694,
9.9.2026,19:24:10.449,167.7,3.4,1.6,39,5.532,
9.9.2026,19:24:10.665,194.3,5.5,2.3,40,5.926,
9.9.2026,19:24:10.856,214.3,10.2,6.8,39,6.558,
9.9.2026,19:24:11.069,275.6,6.1,1.2,40,6.323,
9.9.2026,19:24:11.281,196.7,6.0,5.1,40,5.884,
9.9.2026,19:24:11.496,170.6,0.5,0.1,41,5.589,
9.9.2026,19:24:11.709,242.4,9.6,4.8,40,5.850,
9.9.2026,19:24:11.928,183.0,8.4,6.9,39,5.867,
9.9.2026,19:24:12.128,113.6,3.4,1.2,39,5.689,
9.9.2026,19:24:12.332,155.0,4.5,2.1,39,5.779,
9.9.2026,19:24:12.528,169.1,0.0,0.0,39,5.750,
9.9.2026,19:24:12.740,235.3,9.2,7.1,39,6.448,
9.9.2026,19:24:12.945,180.1,7.1,4.7,39,5.655,
9.9.2026,19:24:13.157,223.9,5.2,3.0,39,5.803,
9.9.2026,19:24:13.354,164.1,0.0,1.5,39,5.680,
9.9.2026,19:24:13.569,356.0,13.0,9.5,39,9.538,
9.9.2026,19:24:13.774,180.1,4.7,1.7,41,5.687,
9.9.2026,19:24:13.990,187.4,5.5,2.2,39,6.007,
9.9.2026,19:24:14.190,211.5,9.0,4.6,40,5.966,
9.9.2026,19:24:14.399,216.5,0.2,1.7,39,6.000,
9.9.2026,19:24:14.615,255.6,8.8,3.4,39,6.186,
9.9.2026,19:24:14.822,92.7,0.8,1.2,40,6.798,
9.9.2026,19:24:15.035,229.7,11.4,9.1,39,6.093,
9.9.2026,19:24:15.248,113.2,0.0,1.3,39,5.709,
9.9.2026,19:24:15.461,177.8,7.9,5.8,39,5.654,
9.9.2026,19:24:15.659,261.5,2.7,1.8,39,6.955,
9.9.2026,19:24:15.865,99.8,6.1,3.8,39,5.686,
9.9.2026,19:24:16.077,213.4,4.1,2.8,39,6.223,
9.9.2026,19:24:16.291,241.4,9.9,7.0,39,6.013,
9.9.2026,19:24:16.494,179.8,7.5,4.1,39,5.686,
9.9.2026,19:24:16.707,266.8,2.2,2.0,39,5.759,
9.9.2026,19:24:16.919,168.1,8.1,4.3,39,6.527,
9.9.2026,19:24:17.125,127.4,3.5,3.7,39,5.683,
9.9.2026,19:24:17.325,164.8,4.3,2.4,39,5.772,
9.9.2026,19:24:17.529,177.1,4.5,5.8,39,5.618,
9.9.2026,19:24:17.744,114.3,0.0,0.0,39,5.734,
9.9.2026,19:24:17.943,404.9,8.3,5.8,39,6.755,
9.9.2026,19:24:18.149,383.2,7.2,3.0,39,6.399,
9.9.2026,19:24:18.350,388.7,8.7,3.2,39,6.448,
9.9.2026,19:24:18.546,406.9,10.8,6.7,38,6.448,
9.9.2026,19:24:18.746,395.3,10.9,4.2,39,7.292,
9.9.2026,19:24:18.950,167.1,4.1,2.2,41,6.554,
9.9.2026,19:24:19.153,114.7,3.5,2.5,40,5.759,
9.9.2026,19:24:19.357,154.8,3.7,2.0,39,5.730,
9.9.2026,19:24:19.564,252.6,5.3,6.9,39,5.700,
9.9.2026,19:24:19.772,211.0,3.1,1.0,39,7.060,
9.9.2026,19:24:19.976,159.3,3.7,1.9,39,5.772,
9.9.2026,19:24:20.177,233.2,6.8,3.8,39,5.763,
9.9.2026,19:24:20.382,175.1,3.8,2.5,39,5.850,
9.9.2026,19:24:20.582,164.8,6.7,3.6,39,5.432,
9.9.2026,19:24:20.780,501.8,12.1,6.6,39,7.127,
9.9.2026,19:24:20.993,433.1,4.9,3.2,39,7.127,
9.9.2026,19:24:21.210,118.6,4.4,2.7,39,6.822,
9.9.2026,19:24:21.410,171.6,6.0,2.3,39,5.739,
9.9.2026,19:24:21.615,57.6,1.5,4.0,39,5.563,
9.9.2026,19:24:21.813,230.2,8.3,7.6,39,5.630,
9.9.2026,19:24:22.016,360.4,7.4,3.7,39,6.529,
9.9.2026,19:24:22.218,444.5,9.5,3.6,39,6.672,
9.9.2026,19:24:22.421,384.8,7.3,2.4,39,6.486,
9.9.2026,19:24:22.633,386.9,4.5,4.4,38,6.408,
9.9.2026,19:24:22.823,476.7,13.5,6.2,39,7.348,
9.9.2026,19:24:23.036,368.4,2.4,0.9,39,7.348,
9.9.2026,19:24:23.238,223.7,6.2,3.3,39,6.613,
9.9.2026,19:24:23.451,157.6,6.7,3.5,39,5.831,
9.9.2026,19:24:23.660,273.7,4.4,3.6,38,5.573,
9.9.2026,19:24:23.855,273.7,4.4,3.6,38,6.869,
9.9.2026,19:24:24.068,186.2,0.1,3.2,39,5.913,
9.9.2026,19:24:24.271,197.8,4.7,1.4,39,5.626,
9.9.2026,19:24:24.474,423.7,8.8,3.3,39,6.812,
9.9.2026,19:24:24.685,390.8,10.4,8.2,39,7.382,
9.9.2026,19:24:24.893,461.9,6.7,0.8,39,6.795,
9.9.2026,19:24:25.097,181.4,4.9,4.5,39,5.794,
9.9.2026,19:24:25.309,221.8,8.3,4.4,39,5.853,
9.9.2026,19:24:25.521,185.9,1.1,2.0,39,5.926,
9.9.2026,19:24:25.721,296.8,10.7,8.5,39,5.926,
9.9.2026,19:24:25.935,263.5,7.8,5.7,39,6.384,
9.9.2026,19:24:26.151,102.2,0.0,0.6,41,5.891,
9.9.2026,19:24:26.364,261.5,8.3,5.8,38,5.952,
9.9.2026,19:24:26.571,202.3,3.6,0.6,41,5.837,
9.9.2026,19:24:26.780,282.5,14.0,8.2,39,6.570,
9.9.2026,19:24:26.983,202.0,0.1,0.0,41,5.952,
9.9.2026,19:24:27.186,220.3,5.8,4.1,40,5.830,
9.9.2026,19:24:27.398,146.4,7.3,3.8,39,5.771,
9.9.2026,19:24:27.597,170.8,4.2,4.1,39,5.697,
9.9.2026,19:24:27.811,204.6,8.7,9.7,39,5.816,
9.9.2026,19:24:28.026,123.8,0.0,0.0,38,5.865,
9.9.2026,19:24:28.230,196.8,6.9,6.0,39,5.838,
9.9.2026,19:24:28.434,206.0,5.2,1.4,38,5.683,
9.9.2026,19:24:28.645,169.1,7.1,4.5,39,5.638,
9.9.2026,19:24:28.840,201.2,0.6,3.0,39,5.638,
9.9.2026,19:24:29.040,304.3,10.1,7.5,39,6.323,
9.9.2026,19:24:29.247,159.1,4.6,1.6,39,7.078,
9.9.2026,19:24:29.459,233.6,5.9,2.1,38,5.906,
9.9.2026,19:24:29.665,201.8,2.3,3.0,39,5.779,
9.9.2026,19:24:29.882,176.2,9.7,7.9,39,5.589,
9.9.2026,19:24:30.089,290.5,2.3,0.3,39,7.368,
9.9.2026,19:24:30.298,210.7,11.3,6.6,39,5.915,
9.9.2026,19:24:30.499,217.1,2.4,2.0,38,5.784,
9.9.2026,19:24:30.708,190.5,8.5,5.1,39,5.657,
9.9.2026,19:24:30.918,385.9,6.8,2.5,39,6.384,
9.9.2026,19:24:31.119,261.3,10.3,9.5,39,6.077,
9.9.2026,19:24:31.334,90.6,4.4,3.7,39,5.778,
9.9.2026,19:24:31.537,218.2,0.0,0.0,39,5.824,
9.9.2026,19:24:31.742,260.4,10.0,6.3,40,5.687,
9.9.2026,19:24:31.940,92.8,7.0,9.7,39,7.321,
9.9.2026,19:24:32.140,126.5,0.0,0.6,39,5.873,
9.9.2026,19:24:32.342,196.2,7.4,3.9,39,5.799,
9.9.2026,19:24:32.554,227.2,8.1,4.6,39,5.839,
9.9.2026,19:24:32.766,249.8,1.5,1.2,39,5.732,
9.9.2026,19:24:32.973,205.6,9.3,7.6,39,6.295,
9.9.2026,19:24:33.190,194.3,2.8,0.6,39,5.976,
9.9.2026,19:24:33.392,190.2,7.3,5.7,39,5.880,
9.9.2026,19:24:33.595,201.0,6.7,4.0,40,5.899,
9.9.2026,19:24:33.807,201.3,6.5,3.3,39,5.850,
9.9.2026,19:24:34.002,230.1,2.7,1.3,40,5.850,
9.9.2026,19:24:34.205,263.0,10.0,5.4,39,5.911,
9.9.2026,19:24:34.407,198.1,7.2,6.8,39,7.280,
9.9.2026,19:24:34.609,223.4,7.0,3.2,39,6.233,
9.9.2026,19:24:34.820,191.0,5.9,1.6,39,6.090,
9.9.2026,19:24:35.028,188.4,1.9,2.4,39,6.253,
9.9.2026,19:24:35.234,196.3,7.9,3.9,39,6.333,
9.9.2026,19:24:35.436,183.9,6.2,2.0,39,6.148,
9.9.2026,19:24:35.639,233.8,7.1,5.2,40,5.915,
9.9.2026,19:24:35.842,169.4,4.1,3.1,38,6.266,
9.9.2026,19:24:36.046,165.4,6.1,5.6,39,5.934,
9.9.2026,19:24:36.257,280.2,5.7,2.0,39,6.284,
9.9.2026,19:24:36.458,165.0,0.9,2.9,39,7.429,
9.9.2026,19:24:36.660,219.0,7.1,3.5,38,5.953,
9.9.2026,19:24:36.860,162.8,5.0,1.7,39,6.224,
9.9.2026,19:24:37.063,266.1,7.6,4.2,39,6.142,
9.9.2026,19:24:37.287,140.4,1.4,1.9,40,6.048,
9.9.2026,19:24:37.490,181.8,6.2,3.5,38,5.789,
9.9.2026,19:24:37.687,213.5,4.9,4.8,39,5.789,
9.9.2026,19:24:37.884,213.9,7.7,6.7,39,5.625,
9.9.2026,19:24:38.102,314.6,11.0,5.1,39,6.124,
9.9.2026,19:24:38.308,476.8,9.7,5.3,39,7.029,
9.9.2026,19:24:38.522,293.4,5.9,2.6,38,6.958,
9.9.2026,19:24:38.726,646.2,6.7,1.6,38,7.122,
9.9.2026,19:24:38.919,265.3,7.0,5.9,39,6.897,
9.9.2026,19:24:39.133,157.5,7.7,4.8,38,7.164,
9.9.2026,19:24:39.334,533.7,6.9,2.5,39,8.262,
9.9.2026,19:24:39.546,155.4,5.4,2.4,39,5.635,
9.9.2026,19:24:39.749,229.6,9.7,8.6,39,5.596,
9.9.2026,19:24:39.952,312.6,6.7,3.0,39,6.896,
9.9.2026,19:24:40.163,75.7,2.4,3.8,39,6.698,
9.9.2026,19:24:40.363,577.5,8.4,3.5,39,7.982,
9.9.2026,19:24:40.567,454.5,10.3,4.4,39,7.070,
9.9.2026,19:24:40.764,369.8,7.5,2.2,39,7.070,
9.9.2026,19:24:40.975,221.0,8.9,6.5,39,7.139,
9.9.2026,19:24:41.171,590.6,8.4,4.2,47,6.725,
9.9.2026,19:24:41.376,199.2,7.6,5.7,39,8.244,
9.9.2026,19:24:41.575,70.9,2.3,2.9,38,6.902,
9.9.2026,19:24:41.789,114.6,4.3,5.7,39,7.199,
9.9.2026,19:24:41.994,441.9,2.7,2.6,39,6.782,
9.9.2026,19:24:42.194,131.1,3.9,5.3,39,6.594,
9.9.2026,19:24:42.395,272.8,7.1,3.5,39,6.682,
9.9.2026,19:24:42.605,166.4,5.0,4.6,39,6.765,
9.9.2026,19:24:42.821,180.7,0.0,1.1,44,7.663,
9.9.2026,19:24:43.036,82.8,5.0,4.4,38,6.453,
9.9.2026,19:24:43.244,185.5,9.0,5.0,38,6.401,
9.9.2026,19:24:43.450,173.8,4.2,2.5,38,6.188,
9.9.2026,19:24:43.653,213.8,5.4,1.3,39,6.007,
9.9.2026,19:24:43.863,189.4,0.8,4.9,39,5.886,
9.9.2026,19:24:44.067,446.4,9.3,5.2,39,6.942,
9.9.2026,19:24:44.268,329.5,6.5,3.2,39,6.992,
9.9.2026,19:24:44.485,564.0,12.6,6.1,38,8.123,
9.9.2026,19:24:44.686,504.4,11.3,6.0,39,7.122,
9.9.2026,19:24:44.899,392.0,6.0,1.4,39,7.122,
9.9.2026,19:24:45.092,217.9,8.3,3.8,39,6.013,
9.9.2026,19:24:45.306,320.0,0.8,0.7,39,6.675,
9.9.2026,19:24:45.522,322.5,12.4,6.4,40,7.382,
9.9.2026,19:24:45.725,215.4,5.9,4.0,39,6.118,
9.9.2026,19:24:45.922,183.6,4.7,1.7,39,6.543,
9.9.2026,19:24:46.135,223.5,2.9,3.2,39,6.117,
9.9.2026,19:24:46.341,82.5,2.4,2.7,39,5.949,
9.9.2026,19:24:46.540,175.8,4.8,4.3,39,6.222,
9.9.2026,19:24:46.747,212.7,5.2,3.4,39,6.026,
9.9.2026,19:24:46.951,170.9,4.5,1.7,39,5.828,
9.9.2026,19:24:47.161,224.2,7.4,6.7,39,6.183,
9.9.2026,19:24:47.365,53.3,3.7,2.0,39,5.457,
9.9.2026,19:24:47.576,187.2,6.5,5.0,39,6.053,
9.9.2026,19:24:47.788,230.2,1.6,0.8,40,6.103,
9.9.2026,19:24:47.992,154.6,6.1,5.6,39,5.812,
9.9.2026,19:24:48.194,180.9,5.1,3.6,39,6.166,
9.9.2026,19:24:48.398,178.1,4.9,4.2,38,5.793,
9.9.2026,19:24:48.609,224.1,6.8,7.2,39,7.272,
9.9.2026,19:24:48.820,271.2,4.6,1.6,39,6.225,
9.9.2026,19:24:49.015,194.0,6.7,5.2,39,5.675,
9.9.2026,19:24:49.217,247.5,2.1,0.3,39,6.256,
9.9.2026,19:24:49.420,176.3,4.3,3.0,39,6.028,
9.9.2026,19:24:49.632,423.8,12.1,4.3,40,7.306,
9.9.2026,19:24:49.835,197.1,6.6,5.1,39,5.906,
9.9.2026,19:24:50.030,203.5,7.0,3.2,39,5.982,
9.9.2026,19:24:50.228,180.2,1.3,1.4,39,6.104,
9.9.2026,19:24:50.433,170.1,2.1,5.0,38,6.072,
9.9.2026,19:24:50.640,71.8,9.2,6.6,39,5.889,
9.9.2026,19:24:50.859,216.0,0.0,0.6,39,6.114,
9.9.2026,19:24:51.062,153.2,3.9,4.1,38,6.115,
9.9.2026,19:24:51.266,189.4,6.9,4.3,39,6.138,
9.9.2026,19:24:51.479,160.0,2.3,3.9,38,5.976,
9.9.2026,19:24:51.697,40.2,5.2,2.9,39,6.103,
9.9.2026,19:24:51.910,262.1,9.1,4.3,39,6.235,
9.9.2026,19:24:52.111,183.2,4.2,4.0,39,6.144,
9.9.2026,19:24:52.309,182.0,0.6,0.8,38,6.055,
9.9.2026,19:24:52.516,174.4,5.0,3.3,39,6.062,
9.9.2026,19:24:52.714,113.0,4.4,4.8,38,6.203,
9.9.2026,19:24:52.925,205.0,8.1,4.9,38,6.102,
9.9.2026,19:24:53.132,187.4,0.0,0.0,38,5.903,
9.9.2026,19:24:53.330,179.7,10.7,8.3,39,6.000,
9.9.2026,19:24:53.531,189.7,0.0,0.6,38,5.888,
9.9.2026,19:24:53.744,267.8,8.3,6.7,39,6.646,
9.9.2026,19:24:53.961,245.1,7.5,4.4,39,6.327,
9.9.2026,19:24:54.163,150.7,6.9,2.1,39,5.676,
9.9.2026,19:24:54.365,233.7,6.5,4.1,39,5.912,
9.9.2026,19:24:54.569,174.5,0.0,3.1,39,5.932,
9.9.2026,19:24:54.768,150.1,9.4,3.1,38,5.589,
9.9.2026,19:24:54.985,225.9,1.3,5.8,39,5.999,
9.9.2026,19:24:55.199,53.5,2.1,1.7,39,5.668,
9.9.2026,19:24:55.410,121.1,6.3,4.7,38,5.970,
9.9.2026,19:24:55.620,182.9,2.1,1.5,39,5.749,
9.9.2026,19:24:55.832,214.9,10.3,7.9,38,5.829,
9.9.2026,19:24:56.036,394.8,7.0,1.0,39,7.054,
