Date,Time,"CPU Package Power [W]","Total CPU Usage [%]","Core 0 Clock [MHz]","CPU Package [¡ÆC]",
31.8.2026,21:34:1.484,13.019,10.8,4099.7,49,
31.8.2026,21:34:1.690,9.982,7.0,4099.7,47,
31.8.2026,21:34:1.897,10.447,6.7,4099.7,48,
31.8.2026,21:34:2.105,11.494,6.6,4099.7,50,
31.8.2026,21:34:2.296,10.097,10.5,4099.7,49,
31.8.2026,21:34:2.499,10.384,6.9,4099.7,48,
31.8.2026,21:34:2.706,9.483,4.5,4099.7,47,
31.8.2026,21:34:2.914,10.003,7.6,4099.7,48,
31.8.2026,21:34:3.106,10.082,4.7,4099.7,47,
31.8.2026,21:34:3.310,10.156,11.3,4099.7,47,
31.8.2026,21:34:3.518,10.044,4.8,4099.7,47,
31.8.2026,21:34:3.723,10.369,6.9,4099.7,47,
31.8.2026,21:34:3.931,10.152,7.5,4099.7,47,
31.8.2026,21:34:4.120,10.214,4.3,4099.7,47,
31.8.2026,21:34:4.327,10.638,12.8,4099.7,47,
31.8.2026,21:34:4.533,10.432,6.0,4099.7,48,
31.8.2026,21:34:4.742,9.138,3.8,4099.7,46,
31.8.2026,21:34:4.934,10.971,12.2,4099.7,46,
31.8.2026,21:34:5.141,10.783,3.4,4099.7,46,
31.8.2026,21:34:5.347,9.094,6.8,4699.7,46,
31.8.2026,21:34:5.554,8.629,3.0,4699.7,45,
31.8.2026,21:34:5.746,8.355,6.1,4099.7,47,
31.8.2026,21:34:5.953,10.371,8.9,4099.7,50,
31.8.2026,21:34:6.159,9.187,3.6,4099.7,45,
31.8.2026,21:34:6.367,8.572,0.9,4699.7,45,
31.8.2026,21:34:6.558,8.572,8.9,4099.7,45,
31.8.2026,21:34:6.765,8.298,6.0,4099.7,45,
31.8.2026,21:34:6.970,8.988,5.6,4099.7,45,
31.8.2026,21:34:7.176,9.441,22.8,4099.7,60,
31.8.2026,21:34:7.382,20.254,35.3,4099.7,69,
31.8.2026,21:34:7.587,26.119,35.6,4099.7,65,
31.8.2026,21:34:7.776,26.475,39.6,4099.7,63,
31.8.2026,21:34:7.987,26.360,8.2,4099.7,62,
31.8.2026,21:34:8.188,14.447,8.2,4099.7,62,
31.8.2026,21:34:8.394,24.840,31.4,4099.7,81,
31.8.2026,21:34:8.602,23.624,16.0,4099.7,59,
31.8.2026,21:34:8.810,21.632,22.5,4099.7,68,
31.8.2026,21:34:9.013,17.967,19.2,4099.7,54,
31.8.2026,21:34:9.219,21.718,19.2,4099.7,56,
31.8.2026,21:34:9.427,19.747,19.2,4099.7,56,
31.8.2026,21:34:9.631,21.969,18.1,4099.7,89,
31.8.2026,21:34:9.838,22.128,31.7,4099.7,61,
31.8.2026,21:34:10.043,24.405,31.8,4099.7,58,
31.8.2026,21:34:10.250,25.124,17.9,4099.7,57,
31.8.2026,21:34:10.457,15.326,17.3,4099.7,57,
31.8.2026,21:34:10.666,19.881,18.2,4099.7,49,
31.8.2026,21:34:10.873,19.163,21.6,4099.7,54,
31.8.2026,21:34:11.076,18.620,22.8,4699.7,49,
31.8.2026,21:34:11.291,18.925,19.5,2599.8,63,
31.8.2026,21:34:11.490,17.854,32.3,1099.9,66,
31.8.2026,21:34:11.694,21.487,43.2,4099.7,75,
31.8.2026,21:34:11.899,29.938,47.1,4099.7,68,
31.8.2026,21:34:12.089,30.362,47.1,4099.7,68,
31.8.2026,21:34:12.299,18.904,27.2,4099.7,57,
31.8.2026,21:34:12.506,11.605,8.0,4099.7,48,
31.8.2026,21:34:12.713,8.629,4.2,4099.7,47,
31.8.2026,21:34:12.923,10.920,14.5,4099.7,48,
31.8.2026,21:34:13.127,11.301,5.6,4099.7,48,
31.8.2026,21:34:13.334,16.455,18.1,4099.7,52,
31.8.2026,21:34:13.543,11.147,7.3,4099.7,47,
31.8.2026,21:34:13.749,8.266,10.4,4099.7,47,
31.8.2026,21:34:13.956,9.185,8.0,4099.7,47,
31.8.2026,21:34:14.162,13.173,22.0,4099.7,49,
31.8.2026,21:34:14.369,9.459,4.2,4099.7,47,
31.8.2026,21:34:14.576,8.019,8.8,4099.7,47,
31.8.2026,21:34:14.788,9.528,5.4,4099.7,46,
31.8.2026,21:34:14.995,8.376,6.5,4099.7,46,
31.8.2026,21:34:15.200,7.946,9.7,4099.7,47,
31.8.2026,21:34:15.410,9.067,5.0,4099.7,46,
31.8.2026,21:34:15.621,8.933,8.5,4099.7,47,
31.8.2026,21:34:15.826,8.295,4.7,4699.7,58,
31.8.2026,21:34:16.035,9.470,4.7,4699.7,47,
31.8.2026,21:34:16.244,9.303,9.6,4699.7,46,
31.8.2026,21:34:16.452,8.964,4.3,4699.7,46,
31.8.2026,21:34:16.659,8.532,3.5,4099.7,45,
31.8.2026,21:34:16.869,8.071,3.9,4099.7,46,
31.8.2026,21:34:17.066,8.902,5.8,4699.7,46,
31.8.2026,21:34:17.273,8.275,7.7,4099.7,46,
31.8.2026,21:34:17.465,8.870,7.7,4099.7,46,
31.8.2026,21:34:17.673,8.134,9.3,4099.7,46,
31.8.2026,21:34:17.880,7.983,2.7,4699.7,45,
31.8.2026,21:34:18.087,8.271,4.0,4699.7,46,
31.8.2026,21:34:18.281,8.340,5.1,4099.7,46,
31.8.2026,21:34:18.486,10.148,7.9,4099.7,80,
31.8.2026,21:34:18.691,8.451,5.1,4099.7,73,
31.8.2026,21:34:18.898,8.361,4.3,4099.7,74,
31.8.2026,21:34:19.090,8.778,3.6,4699.7,72,
31.8.2026,21:34:19.296,10.012,13.6,4099.7,62,
31.8.2026,21:34:19.505,9.942,4.5,4699.7,69,
31.8.2026,21:34:19.711,8.360,2.2,4099.7,78,
31.8.2026,21:34:19.902,8.959,5.6,4099.7,68,
31.8.2026,21:34:20.109,9.363,8.8,4099.7,52,
31.8.2026,21:34:20.317,11.969,12.6,4099.7,58,
31.8.2026,21:34:20.521,20.483,23.4,4099.7,62,
31.8.2026,21:34:20.728,21.971,19.9,4099.7,67,
31.8.2026,21:34:20.920,22.321,32.4,500.0,79,
31.8.2026,21:34:21.123,23.106,14.4,4099.7,86,
31.8.2026,21:34:21.330,23.096,20.6,2499.8,85,
31.8.2026,21:34:21.537,23.299,16.0,4099.7,88,
31.8.2026,21:34:21.741,23.751,16.5,4099.7,89,
31.8.2026,21:34:21.947,23.587,18.3,4099.7,83,
31.8.2026,21:34:22.138,22.968,19.2,4699.7,86,
31.8.2026,21:34:22.344,22.053,22.2,4099.7,63,
31.8.2026,21:34:22.552,20.749,22.3,4499.7,59,
31.8.2026,21:34:22.758,10.330,7.2,4099.7,48,
31.8.2026,21:34:22.948,8.955,2.7,4099.7,48,
31.8.2026,21:34:23.159,9.780,9.9,4699.7,47,
31.8.2026,21:34:23.369,9.571,4.3,4099.7,49,
31.8.2026,21:34:23.560,8.660,8.0,4099.7,48,
31.8.2026,21:34:23.767,8.532,4.1,4699.7,46,
31.8.2026,21:34:23.976,9.165,5.5,4099.7,47,
31.8.2026,21:34:24.180,8.957,2.9,4099.7,46,
31.8.2026,21:34:24.370,9.692,8.5,4699.7,50,
31.8.2026,21:34:24.578,8.653,6.0,4099.7,46,
31.8.2026,21:34:24.785,8.575,5.0,4099.7,46,
31.8.2026,21:34:24.991,8.974,4.6,4099.7,46,
31.8.2026,21:34:25.200,8.003,2.6,4099.7,46,
31.8.2026,21:34:25.405,8.895,11.4,4099.7,46,
31.8.2026,21:34:25.610,8.853,6.4,4099.7,46,
31.8.2026,21:34:25.817,11.174,6.4,4099.7,53,
31.8.2026,21:34:26.025,9.329,3.0,4099.7,46,
31.8.2026,21:34:26.217,8.616,9.1,4099.7,45,
31.8.2026,21:34:26.423,9.181,5.1,4099.7,46,
31.8.2026,21:34:26.630,8.670,4.3,4099.7,46,
31.8.2026,21:34:26.838,8.843,3.9,4099.7,46,
31.8.2026,21:34:27.028,8.843,10.6,4099.7,46,
31.8.2026,21:34:27.236,11.193,3.9,4099.7,46,
31.8.2026,21:34:27.443,8.553,6.3,4099.7,46,
31.8.2026,21:34:27.650,9.210,3.3,4099.7,45,
31.8.2026,21:34:27.845,8.598,8.7,4099.7,46,
31.8.2026,21:34:28.052,9.026,3.6,4699.7,46,
31.8.2026,21:34:28.260,8.353,3.5,500.0,45,
31.8.2026,21:34:28.466,7.977,9.4,4099.7,46,
31.8.2026,21:34:28.673,8.836,6.0,4099.7,45,
31.8.2026,21:34:28.882,8.641,3.0,500.0,46,
31.8.2026,21:34:29.088,8.537,4.8,4699.7,45,
31.8.2026,21:34:29.279,9.216,17.9,4699.7,46,
31.8.2026,21:34:29.486,10.596,6.0,4099.7,46,
31.8.2026,21:34:29.692,9.151,2.6,4699.7,45,
31.8.2026,21:34:29.901,8.318,4.2,4699.7,45,
31.8.2026,21:34:30.091,8.561,4.2,4699.7,45,
31.8.2026,21:34:30.300,7.987,9.7,4099.7,45,
31.8.2026,21:34:30.505,10.135,8.3,4099.7,45,
31.8.2026,21:34:30.713,8.593,3.9,4099.7,45,
31.8.2026,21:34:30.919,7.917,5.7,4099.7,45,
31.8.2026,21:34:31.127,8.845,7.3,4099.7,45,
31.8.2026,21:34:31.333,8.845,7.3,4099.7,45,
31.8.2026,21:34:31.539,8.845,7.3,4099.7,45,
31.8.2026,21:34:31.729,19.394,7.3,4099.7,45,
31.8.2026,21:34:31.936,19.394,7.3,4099.7,45,
31.8.2026,21:34:32.143,19.394,7.3,4099.7,45,
31.8.2026,21:34:32.350,19.394,7.3,4099.7,45,
31.8.2026,21:34:32.556,19.394,7.3,4099.7,45,
31.8.2026,21:34:32.747,19.394,7.3,4099.7,45,
31.8.2026,21:34:32.954,19.394,7.3,4099.7,45,
31.8.2026,21:34:33.161,19.394,7.3,4099.7,45,
31.8.2026,21:34:33.368,19.394,7.3,4099.7,45,
31.8.2026,21:34:33.559,19.394,7.3,4099.7,45,
31.8.2026,21:34:33.765,19.394,7.3,4099.7,45,
31.8.2026,21:34:33.972,19.394,7.3,4099.7,45,
31.8.2026,21:34:34.179,19.394,7.3,4099.7,45,
31.8.2026,21:34:34.385,19.394,7.3,4099.7,45,
31.8.2026,21:34:34.576,19.394,7.3,4099.7,45,
31.8.2026,21:34:34.783,19.394,7.3,4099.7,45,
31.8.2026,21:34:34.990,19.394,7.3,4099.7,45,
31.8.2026,21:34:35.197,19.394,7.3,4099.7,45,
31.8.2026,21:34:35.397,19.394,7.3,4099.7,45,
31.8.2026,21:34:35.595,19.394,7.3,4099.7,45,
31.8.2026,21:34:35.799,19.394,7.3,4099.7,45,
31.8.2026,21:34:36.005,19.394,7.3,4099.7,45,
31.8.2026,21:34:36.212,19.394,7.3,4099.7,45,
31.8.2026,21:34:36.403,19.394,7.3,4099.7,45,
31.8.2026,21:34:36.609,19.394,15.9,4099.7,86,
31.8.2026,21:34:36.816,19.394,15.9,4099.7,86,
31.8.2026,21:34:37.022,19.394,15.9,4099.7,86,
31.8.2026,21:34:37.229,19.394,15.9,4099.7,86,
31.8.2026,21:34:37.435,19.394,15.9,4099.7,86,
31.8.2026,21:34:37.642,19.394,15.9,4099.7,86,
31.8.2026,21:34:37.848,19.394,15.9,4099.7,86,
31.8.2026,21:34:38.055,19.394,15.9,4099.7,86,
31.8.2026,21:34:38.246,19.394,15.9,4099.7,86,
31.8.2026,21:34:38.452,19.394,15.9,4099.7,86,
31.8.2026,21:34:38.660,19.394,15.9,4099.7,86,
31.8.2026,21:34:38.866,19.394,15.9,4099.7,86,
31.8.2026,21:34:39.073,19.394,15.9,4099.7,86,
31.8.2026,21:34:39.280,19.394,15.9,4099.7,86,
31.8.2026,21:34:39.486,19.394,15.9,4099.7,86,
31.8.2026,21:34:39.692,19.394,15.9,4099.7,86,
31.8.2026,21:34:39.898,19.394,15.9,4099.7,86,
31.8.2026,21:34:40.089,19.394,15.9,4099.7,86,
31.8.2026,21:34:40.295,19.394,15.9,4099.7,86,
31.8.2026,21:34:40.503,19.394,15.9,4099.7,86,
31.8.2026,21:34:40.708,19.394,15.9,4099.7,86,
31.8.2026,21:34:40.915,19.394,15.9,4099.7,86,
31.8.2026,21:34:41.105,19.394,15.9,4099.7,86,
31.8.2026,21:34:41.312,23.382,16.1,4299.7,86,
31.8.2026,21:34:41.519,23.382,16.1,4299.7,86,
31.8.2026,21:34:41.725,23.382,16.1,4299.7,86,
31.8.2026,21:34:41.932,23.382,16.1,4299.7,86,
31.8.2026,21:34:42.139,23.382,16.1,4299.7,86,
31.8.2026,21:34:42.346,23.382,16.1,4299.7,86,
31.8.2026,21:34:42.553,23.382,16.1,4299.7,86,
31.8.2026,21:34:42.760,23.382,16.1,4299.7,86,
31.8.2026,21:34:42.966,23.382,16.1,4299.7,86,
31.8.2026,21:34:43.173,23.382,16.1,4299.7,86,
31.8.2026,21:34:43.379,23.382,16.1,4299.7,86,
31.8.2026,21:34:43.586,23.382,16.1,4299.7,86,
31.8.2026,21:34:43.777,23.382,16.1,4299.7,86,
31.8.2026,21:34:43.983,23.382,16.1,4299.7,86,
31.8.2026,21:34:44.190,23.382,16.1,4299.7,86,
31.8.2026,21:34:44.397,23.382,16.1,4299.7,86,
31.8.2026,21:34:44.603,23.382,16.1,4299.7,86,
31.8.2026,21:34:44.794,23.382,16.1,4299.7,86,
31.8.2026,21:34:45.001,23.382,16.1,4299.7,86,
31.8.2026,21:34:45.207,23.382,16.1,4299.7,86,
31.8.2026,21:34:45.414,23.382,16.1,4299.7,86,
31.8.2026,21:34:45.620,23.382,16.1,4299.7,86,
31.8.2026,21:34:45.826,23.382,16.1,4299.7,86,
31.8.2026,21:34:46.032,23.382,16.1,4299.7,86,
31.8.2026,21:34:46.239,23.382,16.1,4199.7,86,
31.8.2026,21:34:46.445,23.091,16.1,4199.7,86,
31.8.2026,21:34:46.635,23.091,16.1,4199.7,86,
31.8.2026,21:34:46.842,23.091,16.1,4199.7,86,
31.8.2026,21:34:47.049,23.091,16.1,4199.7,86,
31.8.2026,21:34:47.256,23.091,16.1,4199.7,86,
31.8.2026,21:34:47.462,23.091,16.1,4199.7,86,
31.8.2026,21:34:47.653,23.091,16.1,4199.7,86,
31.8.2026,21:34:47.859,23.091,16.1,4199.7,86,
31.8.2026,21:34:48.066,23.091,16.1,4199.7,86,
31.8.2026,21:34:48.273,23.091,16.1,4199.7,86,
31.8.2026,21:34:48.480,23.091,16.1,4199.7,86,
31.8.2026,21:34:48.670,23.091,16.1,4199.7,86,
31.8.2026,21:34:48.877,23.091,16.1,4199.7,86,
31.8.2026,21:34:49.083,23.091,16.1,4199.7,86,
31.8.2026,21:34:49.290,23.091,16.1,4199.7,86,
31.8.2026,21:34:49.480,23.091,16.1,4199.7,86,
31.8.2026,21:34:49.687,23.091,16.1,4199.7,86,
31.8.2026,21:34:49.894,23.091,16.1,4199.7,86,
31.8.2026,21:34:50.100,23.091,16.1,4199.7,86,
31.8.2026,21:34:50.307,23.091,16.1,4199.7,86,
31.8.2026,21:34:50.498,23.091,16.1,4199.7,86,
31.8.2026,21:34:50.705,23.091,16.1,4199.7,86,
31.8.2026,21:34:50.912,23.091,16.1,4199.7,86,
31.8.2026,21:34:51.118,23.007,15.8,4299.7,86,
31.8.2026,21:34:51.309,23.007,15.8,4299.7,86,
31.8.2026,21:34:51.515,23.007,15.8,4299.7,86,
31.8.2026,21:34:51.722,23.007,15.8,4299.7,86,
31.8.2026,21:34:51.926,23.007,15.8,4299.7,86,
31.8.2026,21:34:52.136,23.007,15.8,4299.7,86,
31.8.2026,21:34:52.326,23.007,15.8,4299.7,86,
31.8.2026,21:34:52.533,23.007,15.8,4299.7,86,
31.8.2026,21:34:52.740,23.007,15.8,4299.7,86,
31.8.2026,21:34:52.947,23.007,15.8,4299.7,86,
31.8.2026,21:34:53.153,23.007,15.8,4299.7,86,
31.8.2026,21:34:53.361,23.007,15.8,4299.7,86,
31.8.2026,21:34:53.567,23.007,15.8,4299.7,86,
31.8.2026,21:34:53.774,23.007,15.8,4299.7,86,
31.8.2026,21:34:53.978,23.007,15.8,4299.7,86,
31.8.2026,21:34:54.168,23.007,15.8,4299.7,86,
31.8.2026,21:34:54.374,23.007,15.8,4299.7,86,
31.8.2026,21:34:54.581,23.007,15.8,4299.7,86,
31.8.2026,21:34:54.791,23.007,15.8,4299.7,86,
31.8.2026,21:34:54.995,23.007,15.8,4299.7,86,
31.8.2026,21:34:55.201,23.007,15.8,4299.7,86,
31.8.2026,21:34:55.408,23.007,15.8,4299.7,86,
31.8.2026,21:34:55.614,23.007,15.8,4299.7,86,
31.8.2026,21:34:55.821,23.007,15.8,4299.7,86,
31.8.2026,21:34:56.011,23.007,15.8,4299.7,86,
31.8.2026,21:34:56.218,23.007,15.8,4299.7,86,
31.8.2026,21:34:56.425,23.007,15.8,4299.7,86,
31.8.2026,21:34:56.631,23.007,15.8,4299.7,86,
31.8.2026,21:34:56.838,23.007,15.8,4299.7,86,
31.8.2026,21:34:57.044,23.007,15.8,4299.7,86,
31.8.2026,21:34:57.250,23.007,15.8,4299.7,86,
31.8.2026,21:34:57.457,23.007,15.8,4299.7,86,
31.8.2026,21:34:57.663,23.007,15.8,4299.7,86,
31.8.2026,21:34:57.869,23.007,15.8,4299.7,86,
31.8.2026,21:34:58.079,23.007,15.8,4299.7,86,
31.8.2026,21:34:58.285,23.007,15.8,4299.7,86,
31.8.2026,21:34:58.491,23.007,15.8,4299.7,86,
31.8.2026,21:34:58.697,23.007,15.8,4299.7,86,
31.8.2026,21:34:58.887,23.007,15.8,4299.7,86,
31.8.2026,21:34:59.093,23.007,15.8,4299.7,86,
31.8.2026,21:34:59.300,23.007,15.8,4299.7,86,
31.8.2026,21:34:59.506,23.007,15.8,4299.7,86,
31.8.2026,21:34:59.712,23.007,15.8,4299.7,86,
31.8.2026,21:34:59.902,23.007,15.8,4299.7,86,
31.8.2026,21:35:0.108,23.007,15.8,4299.7,86,
31.8.2026,21:35:0.314,23.007,15.8,4299.7,86,
31.8.2026,21:35:0.521,23.007,15.8,4299.7,86,
31.8.2026,21:35:0.727,23.007,15.8,4299.7,86,
31.8.2026,21:35:0.917,23.007,15.8,4299.7,86,
31.8.2026,21:35:1.123,23.007,15.8,4299.7,86,
31.8.2026,21:35:1.329,23.007,15.8,4299.7,86,
31.8.2026,21:35:1.536,23.007,15.8,4299.7,86,
31.8.2026,21:35:1.743,23.007,16.1,4099.7,83,
31.8.2026,21:35:1.949,22.944,16.1,4099.7,83,
31.8.2026,21:35:2.155,22.944,16.1,4099.7,83,
31.8.2026,21:35:2.362,22.944,16.1,4099.7,83,
31.8.2026,21:35:2.568,22.944,16.1,4099.7,83,
31.8.2026,21:35:2.775,22.944,16.1,4099.7,83,
31.8.2026,21:35:2.965,22.944,16.1,4099.7,83,
31.8.2026,21:35:3.171,22.944,16.1,4099.7,83,
31.8.2026,21:35:3.377,22.944,16.1,4099.7,83,
31.8.2026,21:35:3.582,22.944,16.1,4099.7,83,
31.8.2026,21:35:3.788,22.944,16.1,4099.7,83,
31.8.2026,21:35:3.996,22.944,16.1,4099.7,83,
31.8.2026,21:35:4.202,22.944,16.1,4099.7,83,
31.8.2026,21:35:4.408,22.944,16.1,4099.7,83,
31.8.2026,21:35:4.614,22.944,16.1,4099.7,83,
31.8.2026,21:35:4.820,22.944,16.1,4099.7,83,
31.8.2026,21:35:5.026,22.944,16.1,4099.7,83,
31.8.2026,21:35:5.217,22.944,16.1,4099.7,83,
31.8.2026,21:35:5.423,22.944,16.1,4099.7,83,
31.8.2026,21:35:5.629,22.944,16.1,4099.7,83,
31.8.2026,21:35:5.836,22.944,16.1,4099.7,83,
31.8.2026,21:35:6.027,22.944,16.1,4099.7,83,
31.8.2026,21:35:6.233,22.944,16.1,4099.7,83,
31.8.2026,21:35:6.439,22.923,16.1,4099.7,83,
31.8.2026,21:35:6.646,22.923,16.1,4099.7,83,
31.8.2026,21:35:6.852,22.923,16.1,4099.7,83,
31.8.2026,21:35:7.059,22.923,16.1,4099.7,83,
31.8.2026,21:35:7.249,22.923,16.1,4099.7,83,
31.8.2026,21:35:7.455,22.923,16.1,4099.7,83,
31.8.2026,21:35:7.661,22.923,16.1,4099.7,83,
31.8.2026,21:35:7.867,22.923,16.1,4099.7,83,
31.8.2026,21:35:8.057,22.923,16.1,4099.7,83,
31.8.2026,21:35:8.263,22.923,16.1,4099.7,83,
31.8.2026,21:35:8.469,22.923,16.1,4099.7,83,
31.8.2026,21:35:8.676,22.923,16.1,4099.7,83,
31.8.2026,21:35:8.882,22.923,16.1,4099.7,83,
31.8.2026,21:35:9.089,22.923,16.1,4099.7,83,
31.8.2026,21:35:9.295,22.923,16.1,4099.7,83,
31.8.2026,21:35:9.501,22.923,16.1,4099.7,83,
31.8.2026,21:35:9.708,22.923,16.1,4099.7,83,
31.8.2026,21:35:9.914,22.923,16.1,4099.7,83,
31.8.2026,21:35:10.104,22.923,16.1,4099.7,83,
31.8.2026,21:35:10.311,22.923,16.1,4099.7,83,
31.8.2026,21:35:10.517,22.923,16.1,4099.7,83,
31.8.2026,21:35:10.723,22.923,16.1,4099.7,83,
31.8.2026,21:35:10.930,22.923,16.1,4099.7,83,
31.8.2026,21:35:11.120,22.923,16.1,4099.7,83,
31.8.2026,21:35:11.326,22.923,15.2,4099.7,86,
31.8.2026,21:35:11.533,22.923,15.2,4099.7,86,
31.8.2026,21:35:11.738,22.923,15.2,4099.7,86,
31.8.2026,21:35:11.944,22.923,15.2,4099.7,86,
31.8.2026,21:35:12.150,22.923,15.2,4099.7,86,
31.8.2026,21:35:12.357,22.923,15.2,4099.7,86,
31.8.2026,21:35:12.564,22.923,15.2,4099.7,86,
31.8.2026,21:35:12.771,22.923,15.2,4099.7,86,
31.8.2026,21:35:12.977,22.923,15.2,4099.7,86,
31.8.2026,21:35:13.168,22.923,15.2,4099.7,86,
31.8.2026,21:35:13.375,22.923,15.2,4099.7,86,
31.8.2026,21:35:13.582,22.923,15.2,4099.7,86,
31.8.2026,21:35:13.788,22.923,15.2,4099.7,86,
31.8.2026,21:35:13.994,22.923,15.2,4099.7,86,
31.8.2026,21:35:14.203,22.923,15.2,4099.7,86,
31.8.2026,21:35:14.407,22.923,15.2,4099.7,86,
31.8.2026,21:35:14.614,22.923,15.2,4099.7,86,
31.8.2026,21:35:14.823,22.923,15.2,4099.7,86,
31.8.2026,21:35:15.013,22.923,15.2,4099.7,86,
31.8.2026,21:35:15.219,22.923,15.2,4099.7,86,
31.8.2026,21:35:15.425,22.923,15.2,4099.7,86,
31.8.2026,21:35:15.631,22.923,15.2,4099.7,86,
31.8.2026,21:35:15.838,22.918,15.2,4099.7,86,
31.8.2026,21:35:16.045,22.918,15.2,4099.7,86,
31.8.2026,21:35:16.251,22.918,15.2,4099.7,86,
31.8.2026,21:35:16.459,22.918,15.2,4099.7,86,
31.8.2026,21:35:16.663,22.918,15.2,4099.7,86,
31.8.2026,21:35:16.869,22.918,15.2,4099.7,86,
31.8.2026,21:35:17.061,22.918,15.2,4099.7,86,
31.8.2026,21:35:17.267,22.918,15.2,4099.7,86,
31.8.2026,21:35:17.473,22.918,15.2,4099.7,86,
31.8.2026,21:35:17.679,22.918,15.2,4099.7,86,
31.8.2026,21:35:17.883,22.918,15.2,4099.7,86,
31.8.2026,21:35:18.088,22.918,15.2,4099.7,86,
31.8.2026,21:35:18.294,22.918,15.2,4099.7,86,
31.8.2026,21:35:18.500,22.918,15.2,4099.7,86,
31.8.2026,21:35:18.707,22.918,15.2,4099.7,86,
31.8.2026,21:35:18.916,22.918,15.2,4099.7,86,
31.8.2026,21:35:19.106,22.918,15.2,4099.7,86,
31.8.2026,21:35:19.313,22.918,15.2,4099.7,86,
31.8.2026,21:35:19.519,22.918,15.2,4099.7,86,
31.8.2026,21:35:19.725,22.918,15.2,4099.7,86,
31.8.2026,21:35:19.931,22.918,15.2,4099.7,86,
31.8.2026,21:35:20.121,22.918,15.2,4099.7,86,
31.8.2026,21:35:20.327,22.918,15.2,4099.7,86,
31.8.2026,21:35:20.534,22.918,15.2,4099.7,86,
31.8.2026,21:35:20.740,22.918,15.4,4099.7,85,
31.8.2026,21:35:20.946,22.918,15.4,4099.7,85,
31.8.2026,21:35:21.136,22.918,15.4,4099.7,85,
31.8.2026,21:35:21.342,22.918,15.4,4099.7,85,
31.8.2026,21:35:21.549,22.918,15.4,4099.7,85,
31.8.2026,21:35:21.756,22.918,15.4,4099.7,85,
31.8.2026,21:35:21.963,22.918,15.4,4099.7,85,
31.8.2026,21:35:22.153,22.918,15.4,4099.7,85,
31.8.2026,21:35:22.360,22.918,15.4,4099.7,85,
31.8.2026,21:35:22.568,22.918,15.4,4099.7,85,
31.8.2026,21:35:22.774,22.918,15.4,4099.7,85,
31.8.2026,21:35:22.964,22.918,15.4,4099.7,85,
31.8.2026,21:35:23.171,22.918,15.4,4099.7,85,
31.8.2026,21:35:23.378,22.918,15.4,4099.7,85,
31.8.2026,21:35:23.585,22.918,15.4,4099.7,85,
31.8.2026,21:35:23.791,22.918,15.4,4099.7,85,
31.8.2026,21:35:23.999,22.918,15.4,4099.7,85,
31.8.2026,21:35:24.205,22.918,15.4,4099.7,85,
31.8.2026,21:35:24.411,22.918,15.4,4099.7,85,
31.8.2026,21:35:24.618,22.918,15.4,4099.7,85,
31.8.2026,21:35:24.808,22.918,15.4,4099.7,85,
31.8.2026,21:35:25.015,22.918,15.4,4099.7,85,
31.8.2026,21:35:25.221,22.918,15.4,4099.7,85,
31.8.2026,21:35:25.428,22.918,15.4,4099.7,85,
31.8.2026,21:35:25.634,22.918,15.4,4099.7,85,
31.8.2026,21:35:25.825,22.918,15.4,4099.7,85,
31.8.2026,21:35:26.031,22.918,15.4,4099.7,85,
31.8.2026,21:35:26.238,22.918,15.4,4099.7,85,
31.8.2026,21:35:26.445,22.918,15.4,4099.7,85,
31.8.2026,21:35:26.650,22.921,32.7,4099.7,86,
31.8.2026,21:35:26.840,22.921,32.7,4099.7,86,
31.8.2026,21:35:27.047,22.921,32.7,4099.7,86,
31.8.2026,21:35:27.253,22.921,32.7,4099.7,86,
31.8.2026,21:35:27.460,22.921,32.7,4099.7,86,
31.8.2026,21:35:27.666,22.921,32.7,4099.7,86,
31.8.2026,21:35:27.857,22.921,32.7,4099.7,86,
31.8.2026,21:35:28.064,22.921,32.7,4099.7,86,
31.8.2026,21:35:28.270,22.921,32.7,4099.7,86,
31.8.2026,21:35:28.478,22.921,32.7,4099.7,86,
31.8.2026,21:35:28.682,22.921,32.7,4099.7,86,
31.8.2026,21:35:28.888,22.921,32.7,4099.7,86,
31.8.2026,21:35:29.095,22.921,32.7,4099.7,86,
31.8.2026,21:35:29.302,22.921,32.7,4099.7,86,
31.8.2026,21:35:29.509,22.921,32.7,4099.7,86,
31.8.2026,21:35:29.699,22.921,32.7,4099.7,86,
31.8.2026,21:35:29.906,22.921,32.7,4099.7,86,
31.8.2026,21:35:30.112,22.921,32.7,4099.7,86,
31.8.2026,21:35:30.319,22.921,32.7,4099.7,86,
31.8.2026,21:35:30.526,22.921,32.7,4099.7,86,
31.8.2026,21:35:30.732,22.921,32.7,4099.7,86,
31.8.2026,21:35:30.939,22.921,32.7,4099.7,86,
31.8.2026,21:35:31.145,22.921,32.7,4099.7,86,
31.8.2026,21:35:31.351,22.480,15.5,4299.7,86,
31.8.2026,21:35:31.548,22.480,15.5,4299.7,86,
31.8.2026,21:35:31.751,22.777,29.8,4099.7,70,
31.8.2026,21:35:31.955,27.915,5.4,4099.7,80,
31.8.2026,21:35:32.166,7.076,7.0,4099.7,74,
31.8.2026,21:35:32.356,11.262,2.6,4099.7,74,
31.8.2026,21:35:32.563,9.480,9.1,4099.7,58,
31.8.2026,21:35:32.770,9.533,4.9,4099.7,58,
31.8.2026,21:35:32.976,10.364,3.3,4099.7,58,
