Date,Time,"CPU Package Power [W]","Total CPU Usage [%]","Core 0 Clock [MHz]","CPU Package [¡ÆC]",
31.8.2026,21:10:48.297,7.831,3.3,4699.7,40,
31.8.2026,21:10:48.509,7.974,3.1,4699.7,40,
31.8.2026,21:10:48.700,7.363,9.6,4099.7,40,
31.8.2026,21:10:48.909,7.455,2.9,4099.7,41,
31.8.2026,21:10:49.116,8.344,5.0,4099.7,41,
31.8.2026,21:10:49.310,8.889,7.4,4099.7,40,
31.8.2026,21:10:49.514,8.243,3.7,4699.7,41,
31.8.2026,21:10:49.721,8.138,5.0,4099.7,40,
31.8.2026,21:10:49.931,7.420,3.3,4099.7,41,
31.8.2026,21:10:50.123,8.183,7.8,4099.7,40,
31.8.2026,21:10:50.331,7.914,2.5,4099.7,40,
31.8.2026,21:10:50.544,8.258,3.3,4699.7,41,
31.8.2026,21:10:50.734,7.894,9.4,4699.7,41,
31.8.2026,21:10:50.944,7.720,0.9,4099.7,40,
31.8.2026,21:10:51.139,8.239,8.8,4099.7,41,
31.8.2026,21:10:51.344,8.865,4.4,4099.7,40,
31.8.2026,21:10:51.552,7.999,3.6,4699.7,41,
31.8.2026,21:10:51.762,8.296,3.4,4699.7,41,
31.8.2026,21:10:51.971,8.224,9.3,4699.7,40,
31.8.2026,21:10:52.179,7.767,2.0,4699.7,40,
31.8.2026,21:10:52.371,7.963,7.0,4699.7,40,
31.8.2026,21:10:52.580,7.827,5.7,4699.7,40,
31.8.2026,21:10:52.786,7.835,5.5,4099.7,40,
31.8.2026,21:10:52.992,8.203,3.4,4699.7,40,
31.8.2026,21:10:53.185,8.169,3.4,4699.7,40,
31.8.2026,21:10:53.391,8.735,11.2,4099.7,41,
31.8.2026,21:10:53.599,8.297,4.7,4099.7,40,
31.8.2026,21:10:53.807,7.914,4.6,4099.7,41,
31.8.2026,21:10:53.999,8.088,1.9,4099.7,41,
31.8.2026,21:10:54.213,8.886,10.2,4099.7,73,
31.8.2026,21:10:54.404,8.008,2.1,4699.7,73,
31.8.2026,21:10:54.611,8.616,9.2,4099.7,54,
31.8.2026,21:10:54.818,7.976,2.6,4099.7,62,
31.8.2026,21:10:55.027,7.731,5.1,500.0,70,
31.8.2026,21:10:55.232,9.365,9.0,4099.7,71,
31.8.2026,21:10:55.439,7.902,3.8,4699.7,62,
31.8.2026,21:10:55.646,8.062,4.0,1299.9,71,
31.8.2026,21:10:55.840,8.085,3.8,4099.7,55,
31.8.2026,21:10:56.048,8.463,6.7,4699.7,46,
31.8.2026,21:10:56.257,7.907,3.7,4699.7,41,
31.8.2026,21:10:56.448,7.907,4.8,4699.7,47,
31.8.2026,21:10:56.657,8.302,5.8,4699.7,42,
31.8.2026,21:10:56.866,7.881,4.9,4699.7,40,
31.8.2026,21:10:57.076,8.143,0.9,4699.7,41,
31.8.2026,21:10:57.281,7.656,10.3,4099.7,41,
31.8.2026,21:10:57.488,8.353,5.6,4099.7,41,
31.8.2026,21:10:57.700,8.326,3.1,4099.7,41,
31.8.2026,21:10:57.908,7.623,8.9,4099.7,40,
31.8.2026,21:10:58.118,7.801,2.0,4099.7,41,
31.8.2026,21:10:58.309,7.862,3.6,4099.7,41,
31.8.2026,21:10:58.518,7.790,7.0,4699.7,41,
31.8.2026,21:10:58.724,8.039,4.1,4099.7,41,
31.8.2026,21:10:58.930,7.957,6.4,4699.7,40,
31.8.2026,21:10:59.121,8.240,6.7,3599.8,44,
31.8.2026,21:10:59.329,7.961,7.1,4699.7,40,
31.8.2026,21:10:59.536,8.896,2.9,4099.7,41,
31.8.2026,21:10:59.743,8.125,2.2,4699.7,41,
31.8.2026,21:10:59.950,7.652,5.1,4699.7,41,
31.8.2026,21:11:0.155,8.191,12.6,4099.7,45,
31.8.2026,21:11:0.363,10.732,6.3,4099.7,41,
31.8.2026,21:11:0.573,8.275,2.7,4699.7,41,
31.8.2026,21:11:0.780,8.107,7.3,4099.7,41,
31.8.2026,21:11:0.989,7.930,7.6,4699.7,41,
31.8.2026,21:11:1.194,8.604,6.3,4099.7,40,
31.8.2026,21:11:1.386,8.331,4.8,4699.7,41,
31.8.2026,21:11:1.594,8.998,5.6,4699.7,41,
31.8.2026,21:11:1.802,8.058,4.0,4699.7,41,
31.8.2026,21:11:1.996,7.722,3.2,4699.7,41,
31.8.2026,21:11:2.202,7.958,5.8,4699.7,40,
31.8.2026,21:11:2.416,7.843,5.1,4099.7,41,
31.8.2026,21:11:2.628,7.741,3.3,4699.7,40,
31.8.2026,21:11:2.834,7.901,4.5,4699.7,41,
31.8.2026,21:11:3.042,7.755,10.8,4699.7,40,
31.8.2026,21:11:3.235,11.322,9.3,4699.7,41,
31.8.2026,21:11:3.444,8.802,5.2,4699.7,41,
31.8.2026,21:11:3.649,8.318,1.6,4699.7,40,
31.8.2026,21:11:3.847,7.687,5.6,4699.7,40,
31.8.2026,21:11:4.053,7.667,4.2,4699.7,41,
31.8.2026,21:11:4.254,7.860,6.4,4699.7,41,
31.8.2026,21:11:4.459,7.921,6.9,4699.7,40,
31.8.2026,21:11:4.668,8.144,4.9,4699.7,41,
31.8.2026,21:11:4.877,8.272,7.2,4099.7,41,
31.8.2026,21:11:5.082,7.551,4.5,4699.7,41,
31.8.2026,21:11:5.291,8.064,3.4,4099.7,40,
31.8.2026,21:11:5.503,8.144,9.3,4699.7,41,
31.8.2026,21:11:5.713,8.201,4.8,4699.7,41,
31.8.2026,21:11:5.909,8.019,8.9,4099.7,41,
31.8.2026,21:11:6.119,7.966,0.5,4699.7,41,
31.8.2026,21:11:6.310,8.150,9.6,4699.7,41,
31.8.2026,21:11:6.523,8.063,6.6,4099.7,40,
31.8.2026,21:11:6.735,8.270,2.1,4099.7,41,
31.8.2026,21:11:6.949,7.814,5.0,4699.7,41,
31.8.2026,21:11:7.156,8.316,8.2,4099.7,41,
31.8.2026,21:11:7.362,8.029,4.8,4699.7,40,
31.8.2026,21:11:7.576,8.701,2.4,4699.7,42,
31.8.2026,21:11:7.784,8.098,9.0,4099.7,40,
31.8.2026,21:11:7.989,7.889,4.1,4099.7,41,
31.8.2026,21:11:8.195,8.140,3.1,4699.7,40,
31.8.2026,21:11:8.386,8.378,7.4,4099.7,41,
31.8.2026,21:11:8.594,7.979,5.1,4099.7,40,
31.8.2026,21:11:8.802,7.891,4.0,4099.7,40,
31.8.2026,21:11:9.011,7.912,2.4,4099.7,39,
31.8.2026,21:11:9.200,7.699,10.1,4099.7,43,
31.8.2026,21:11:9.411,8.427,3.4,4699.7,42,
31.8.2026,21:11:9.616,8.485,5.1,4099.7,41,
31.8.2026,21:11:9.807,8.339,2.8,4699.7,42,
31.8.2026,21:11:10.014,8.053,6.3,4699.7,40,
31.8.2026,21:11:10.222,8.489,1.9,4699.7,40,
31.8.2026,21:11:10.428,7.963,5.0,4099.7,41,
31.8.2026,21:11:10.635,8.019,4.0,4699.7,40,
31.8.2026,21:11:10.844,8.282,5.9,4699.7,41,
31.8.2026,21:11:11.048,7.878,7.3,4099.7,40,
31.8.2026,21:11:11.256,8.062,3.5,4099.7,41,
31.8.2026,21:11:11.466,9.196,6.4,4099.7,42,
31.8.2026,21:11:11.671,8.163,5.4,4099.7,42,
31.8.2026,21:11:11.878,7.634,3.5,4099.7,41,
31.8.2026,21:11:12.087,7.452,4.2,4099.7,40,
31.8.2026,21:11:12.279,7.983,7.4,4099.7,41,
31.8.2026,21:11:12.488,8.244,5.5,4099.7,41,
31.8.2026,21:11:12.693,7.938,4.0,4699.7,41,
31.8.2026,21:11:12.905,8.471,2.7,4699.7,40,
31.8.2026,21:11:13.112,8.228,8.1,4099.7,41,
31.8.2026,21:11:13.320,7.807,4.1,500.0,40,
31.8.2026,21:11:13.511,8.988,10.4,4099.7,41,
31.8.2026,21:11:13.719,8.147,1.3,4699.7,41,
31.8.2026,21:11:13.929,7.657,5.6,4699.7,39,
31.8.2026,21:11:14.134,7.868,2.4,4699.7,40,
31.8.2026,21:11:14.327,7.938,2.4,4699.7,40,
31.8.2026,21:11:14.536,7.688,6.4,4099.7,40,
31.8.2026,21:11:14.741,8.171,6.3,4099.7,41,
31.8.2026,21:11:14.939,8.171,3.1,4099.7,42,
31.8.2026,21:11:15.150,7.877,7.5,4099.7,40,
31.8.2026,21:11:15.341,8.000,2.9,4099.7,41,
31.8.2026,21:11:15.550,9.410,10.8,4099.7,73,
31.8.2026,21:11:15.757,8.088,3.0,4099.7,73,
31.8.2026,21:11:15.952,8.001,5.6,4099.7,72,
31.8.2026,21:11:16.164,8.699,9.5,4099.7,64,
31.8.2026,21:11:16.355,8.950,2.3,3099.8,59,
31.8.2026,21:11:16.564,9.156,9.6,4099.7,42,
31.8.2026,21:11:16.769,9.242,4.3,4099.7,47,
31.8.2026,21:11:16.977,8.844,2.7,4099.7,41,
31.8.2026,21:11:17.171,8.877,4.9,4699.7,45,
31.8.2026,21:11:17.376,9.825,9.3,4099.7,41,
31.8.2026,21:11:17.585,8.788,4.9,4699.7,42,
31.8.2026,21:11:17.790,9.256,5.2,4099.7,40,
31.8.2026,21:11:17.992,8.428,7.0,4699.7,40,
31.8.2026,21:11:18.197,9.123,5.6,4099.7,41,
31.8.2026,21:11:18.390,8.773,7.9,4699.7,39,
31.8.2026,21:11:18.595,8.848,5.2,4099.7,41,
31.8.2026,21:11:18.803,9.306,3.6,4099.7,41,
31.8.2026,21:11:19.010,8.853,4.6,4699.7,39,
31.8.2026,21:11:19.217,8.936,9.8,500.0,41,
31.8.2026,21:11:19.429,9.411,4.8,4699.7,41,
31.8.2026,21:11:19.634,8.747,4.4,4099.7,42,
31.8.2026,21:11:19.830,8.019,5.3,4699.7,41,
31.8.2026,21:11:20.041,7.955,7.8,4099.7,41,
31.8.2026,21:11:20.229,7.835,3.5,4099.7,40,
31.8.2026,21:11:20.437,8.148,6.7,4699.7,41,
31.8.2026,21:11:20.646,8.173,4.9,4699.7,41,
31.8.2026,21:11:20.856,7.976,3.9,4699.7,40,
31.8.2026,21:11:21.064,7.912,7.1,4699.7,40,
31.8.2026,21:11:21.274,8.133,5.5,4099.7,41,
31.8.2026,21:11:21.465,8.681,6.4,4099.7,41,
31.8.2026,21:11:21.671,8.021,4.3,4099.7,40,
31.8.2026,21:11:21.879,8.762,4.4,4699.7,41,
31.8.2026,21:11:22.085,8.151,4.8,4699.7,40,
31.8.2026,21:11:22.278,8.254,8.8,4099.7,40,
31.8.2026,21:11:22.489,7.850,4.6,4699.7,41,
31.8.2026,21:11:22.685,8.291,4.7,4099.7,40,
31.8.2026,21:11:22.894,8.382,6.2,4699.7,42,
31.8.2026,21:11:23.103,7.965,4.1,4699.7,41,
31.8.2026,21:11:23.295,7.895,7.4,4699.7,41,
31.8.2026,21:11:23.503,8.383,4.9,4099.7,41,
31.8.2026,21:11:23.710,8.029,4.4,4099.7,41,
31.8.2026,21:11:23.903,7.936,5.6,4699.7,41,
31.8.2026,21:11:24.110,8.032,5.7,4099.7,40,
31.8.2026,21:11:24.317,8.242,7.0,4699.7,39,
31.8.2026,21:11:24.525,8.052,2.4,4099.7,39,
31.8.2026,21:11:24.715,8.052,7.4,4099.7,41,
31.8.2026,21:11:24.926,7.603,2.5,4699.7,39,
31.8.2026,21:11:25.124,8.273,5.4,4699.7,40,
31.8.2026,21:11:25.334,7.700,8.1,4099.7,44,
31.8.2026,21:11:25.549,8.717,4.1,4699.7,40,
31.8.2026,21:11:25.735,8.474,11.8,4099.7,40,
31.8.2026,21:11:25.933,8.264,3.9,4699.7,40,
31.8.2026,21:11:26.140,7.919,4.4,4099.7,40,
31.8.2026,21:11:26.349,7.947,3.5,4099.7,39,
31.8.2026,21:11:26.555,8.264,3.1,4699.7,41,
31.8.2026,21:11:26.750,8.095,3.1,4699.7,41,
31.8.2026,21:11:26.957,8.331,10.6,4099.7,39,
31.8.2026,21:11:27.168,8.040,2.3,4699.7,39,
31.8.2026,21:11:27.375,7.715,10.9,500.0,40,
31.8.2026,21:11:27.585,8.601,2.7,4699.7,40,
31.8.2026,21:11:27.782,7.352,2.7,4699.7,40,
31.8.2026,21:11:27.990,8.013,8.1,4099.7,40,
31.8.2026,21:11:28.196,8.225,2.7,4099.7,40,
31.8.2026,21:11:28.387,7.984,2.8,4099.7,41,
31.8.2026,21:11:28.595,9.060,11.5,4699.7,72,
31.8.2026,21:11:28.808,7.922,3.2,4699.7,73,
31.8.2026,21:11:29.014,7.425,11.4,4099.7,41,
31.8.2026,21:11:29.222,8.044,4.5,4099.7,39,
31.8.2026,21:11:29.429,8.247,4.6,4099.7,40,
31.8.2026,21:11:29.621,8.658,3.1,4099.7,40,
31.8.2026,21:11:29.828,8.909,8.7,4099.7,55,
31.8.2026,21:11:30.043,7.988,5.1,4099.7,54,
31.8.2026,21:11:30.256,8.028,5.3,4099.7,59,
31.8.2026,21:11:30.462,8.039,3.8,4099.7,71,
31.8.2026,21:11:30.655,8.230,4.2,4099.7,72,
31.8.2026,21:11:30.861,8.651,8.3,4099.7,57,
31.8.2026,21:11:31.071,8.679,4.4,4099.7,58,
31.8.2026,21:11:31.275,8.415,3.9,4699.7,57,
31.8.2026,21:11:31.468,8.126,5.4,4099.7,57,
31.8.2026,21:11:31.673,8.977,8.2,4699.7,41,
31.8.2026,21:11:31.887,7.817,5.0,4699.7,40,
31.8.2026,21:11:32.094,7.850,6.8,4099.7,64,
31.8.2026,21:11:32.302,8.228,3.3,2699.8,70,
31.8.2026,21:11:32.501,7.895,4.6,4099.7,47,
31.8.2026,21:11:32.709,7.675,6.7,4099.7,44,
31.8.2026,21:11:32.907,8.034,4.2,4099.7,44,
31.8.2026,21:11:33.119,7.761,5.8,4099.7,41,
31.8.2026,21:11:33.311,7.550,2.5,4099.7,64,
31.8.2026,21:11:33.523,8.383,10.1,4099.7,46,
31.8.2026,21:11:33.720,8.828,2.4,4099.7,44,
31.8.2026,21:11:33.931,8.490,5.7,4699.7,47,
31.8.2026,21:11:34.122,8.324,3.5,4099.7,47,
31.8.2026,21:11:34.329,8.016,6.7,4699.7,41,
31.8.2026,21:11:34.542,8.375,2.1,4699.7,41,
31.8.2026,21:11:34.732,8.357,7.3,4099.7,41,
31.8.2026,21:11:34.941,8.679,5.9,4699.7,40,
31.8.2026,21:11:35.149,8.653,3.7,4699.7,41,
31.8.2026,21:11:35.339,8.653,3.4,4699.7,41,
31.8.2026,21:11:35.552,7.940,7.7,4099.7,41,
31.8.2026,21:11:35.746,8.739,2.7,4099.7,41,
31.8.2026,21:11:35.953,7.974,6.6,4699.7,40,
31.8.2026,21:11:36.161,8.199,4.6,4699.7,39,
31.8.2026,21:11:36.366,8.291,4.6,4699.7,41,
31.8.2026,21:11:36.573,8.297,3.9,4699.7,40,
31.8.2026,21:11:36.783,8.286,5.3,4699.7,42,
31.8.2026,21:11:36.988,7.955,7.2,4699.7,41,
31.8.2026,21:11:37.196,8.099,4.2,4699.7,41,
31.8.2026,21:11:37.389,8.115,6.5,4099.7,41,
31.8.2026,21:11:37.603,7.566,4.0,4099.7,41,
31.8.2026,21:11:37.792,8.432,5.4,4099.7,41,
31.8.2026,21:11:38.004,7.926,10.6,4099.7,41,
31.8.2026,21:11:38.202,8.237,3.7,4699.7,41,
31.8.2026,21:11:38.410,8.073,3.0,4099.7,40,
31.8.2026,21:11:38.618,7.752,3.0,4099.7,40,
31.8.2026,21:11:38.809,8.053,7.0,4099.7,40,
31.8.2026,21:11:39.019,8.268,7.2,4099.7,39,
31.8.2026,21:11:39.226,8.067,3.5,4699.7,41,
31.8.2026,21:11:39.432,8.231,2.8,4699.7,41,
31.8.2026,21:11:39.640,7.937,12.1,4699.7,40,
31.8.2026,21:11:39.847,9.099,2.0,4099.7,40,
31.8.2026,21:11:40.053,7.917,2.8,4099.7,40,
31.8.2026,21:11:40.262,7.871,4.3,4699.7,41,
31.8.2026,21:11:40.467,8.264,7.7,4099.7,40,
31.8.2026,21:11:40.674,7.539,4.6,4099.7,41,
31.8.2026,21:11:40.881,8.294,2.2,4099.7,42,
31.8.2026,21:11:41.091,7.654,3.4,3299.8,41,
31.8.2026,21:11:41.300,8.263,8.1,4099.7,41,
31.8.2026,21:11:41.509,8.162,3.4,4699.7,41,
31.8.2026,21:11:41.701,8.208,6.4,4099.7,42,
31.8.2026,21:11:41.910,7.454,3.5,4099.7,41,
31.8.2026,21:11:42.122,8.034,3.2,4099.7,41,
31.8.2026,21:11:42.329,8.049,7.1,4099.7,40,
31.8.2026,21:11:42.537,8.135,2.2,4699.7,40,
31.8.2026,21:11:42.746,7.961,6.9,4099.7,41,
31.8.2026,21:11:42.936,7.987,6.4,4099.7,40,
31.8.2026,21:11:43.143,8.073,4.6,4699.7,41,
31.8.2026,21:11:43.352,8.050,0.7,4699.7,40,
31.8.2026,21:11:43.558,8.052,10.7,4699.7,40,
31.8.2026,21:11:43.770,8.197,2.5,4699.7,40,
31.8.2026,21:11:43.977,7.949,2.3,4699.7,39,
31.8.2026,21:11:44.170,8.342,6.5,4699.7,41,
31.8.2026,21:11:44.375,8.015,3.3,4699.7,41,
31.8.2026,21:11:44.582,7.927,5.4,4699.7,40,
31.8.2026,21:11:44.788,7.995,6.4,899.9,66,
31.8.2026,21:11:44.981,10.023,6.4,899.9,66,
31.8.2026,21:11:45.197,8.136,2.5,4699.7,39,
31.8.2026,21:11:45.407,7.875,5.4,4699.7,41,
31.8.2026,21:11:45.615,8.044,4.8,4699.7,41,
31.8.2026,21:11:45.816,8.576,6.3,4699.7,40,
31.8.2026,21:11:46.012,7.955,10.1,4099.7,40,
31.8.2026,21:11:46.220,8.193,3.8,4099.7,40,
31.8.2026,21:11:46.427,7.993,2.8,4099.7,41,
31.8.2026,21:11:46.626,8.085,4.9,4099.7,41,
31.8.2026,21:11:46.824,8.792,7.7,4699.7,40,
31.8.2026,21:11:47.035,9.860,9.6,4699.7,41,
31.8.2026,21:11:47.244,7.931,2.1,4699.7,40,
31.8.2026,21:11:47.435,7.931,10.7,4099.7,40,
31.8.2026,21:11:47.645,8.040,3.5,4699.7,40,
31.8.2026,21:11:47.838,8.392,3.5,4699.7,40,
31.8.2026,21:11:48.047,7.625,6.5,4699.7,40,
31.8.2026,21:11:48.259,8.280,3.5,4099.7,41,
31.8.2026,21:11:48.472,8.163,7.8,4099.7,41,
31.8.2026,21:11:48.677,7.735,3.1,4099.7,40,
31.8.2026,21:11:48.885,8.202,3.3,4699.7,40,
31.8.2026,21:11:49.095,7.469,6.5,4099.7,39,
31.8.2026,21:11:49.301,7.580,3.4,4099.7,41,
31.8.2026,21:11:49.509,7.948,5.8,4699.7,41,
31.8.2026,21:11:49.701,8.534,5.8,4699.7,41,
31.8.2026,21:11:49.908,8.975,11.0,4099.7,67,
31.8.2026,21:11:50.114,6.587,2.1,4099.7,41,
31.8.2026,21:11:50.322,10.284,3.9,4099.7,39,
31.8.2026,21:11:50.513,8.176,5.0,4099.7,40,
31.8.2026,21:11:50.724,8.431,8.1,4099.7,72,
31.8.2026,21:11:50.930,7.882,5.4,4099.7,73,
31.8.2026,21:11:51.127,7.831,3.3,4099.7,66,
31.8.2026,21:11:51.334,7.831,9.9,4099.7,72,
31.8.2026,21:11:51.527,8.530,4.2,4099.7,73,
31.8.2026,21:11:51.735,9.753,10.5,4699.7,56,
31.8.2026,21:11:51.943,8.082,2.5,4699.7,58,
31.8.2026,21:11:52.150,8.108,3.5,500.0,60,
31.8.2026,21:11:52.345,7.822,5.7,4099.7,60,
31.8.2026,21:11:52.550,8.070,5.7,4699.7,42,
31.8.2026,21:11:52.758,8.040,3.8,4099.7,41,
31.8.2026,21:11:52.950,8.075,3.1,4099.7,44,
31.8.2026,21:11:53.158,8.051,4.3,4699.7,42,
31.8.2026,21:11:53.367,7.944,6.1,4699.7,41,
31.8.2026,21:11:53.559,7.887,7.3,4699.7,41,
31.8.2026,21:11:53.776,8.451,4.0,4699.7,40,
31.8.2026,21:11:53.968,8.244,8.2,4699.7,41,
31.8.2026,21:11:54.178,7.840,2.6,4699.7,40,
31.8.2026,21:11:54.382,7.835,3.0,4699.7,40,
31.8.2026,21:11:54.595,8.069,4.9,4099.7,40,
31.8.2026,21:11:54.801,7.908,7.1,4699.7,40,
31.8.2026,21:11:55.008,8.190,5.6,4099.7,40,
31.8.2026,21:11:55.202,7.881,5.8,4099.7,41,
31.8.2026,21:11:55.413,8.146,4.8,4699.7,40,
31.8.2026,21:11:55.618,8.205,4.2,4699.7,40,
31.8.2026,21:11:55.809,8.640,8.8,4099.7,40,
31.8.2026,21:11:56.018,8.169,2.2,4699.7,39,
31.8.2026,21:11:56.223,7.781,6.6,4699.7,41,
31.8.2026,21:11:56.421,8.127,5.0,4699.7,40,
31.8.2026,21:11:56.631,8.612,5.4,4699.7,41,
31.8.2026,21:11:56.827,8.292,8.4,4099.7,40,
31.8.2026,21:11:57.033,8.225,3.9,4099.7,41,
31.8.2026,21:11:57.243,7.863,3.0,4699.7,40,
31.8.2026,21:11:57.434,7.863,10.1,4099.7,39,
31.8.2026,21:11:57.650,8.438,5.0,4699.7,40,
31.8.2026,21:11:57.855,9.236,2.9,4099.7,40,
31.8.2026,21:11:58.066,8.112,8.3,4099.7,40,
31.8.2026,21:11:58.261,8.839,8.1,4099.7,39,
31.8.2026,21:11:58.471,8.255,7.2,4699.7,40,
31.8.2026,21:11:58.675,8.846,6.8,4099.7,41,
31.8.2026,21:11:58.884,9.039,2.6,4699.7,40,
31.8.2026,21:11:59.080,8.716,10.2,4699.7,41,
31.8.2026,21:11:59.289,8.805,8.7,4099.7,41,
31.8.2026,21:11:59.495,8.678,4.7,4099.7,41,
31.8.2026,21:11:59.703,8.461,14.8,4099.7,40,
31.8.2026,21:11:59.911,9.212,5.3,4099.7,40,
31.8.2026,21:12:0.119,8.758,3.5,4099.7,40,
31.8.2026,21:12:0.328,8.388,10.3,4099.7,40,
31.8.2026,21:12:0.537,8.772,3.6,4099.7,40,
31.8.2026,21:12:0.733,8.150,7.0,4099.7,40,
31.8.2026,21:12:0.939,9.861,4.3,4099.7,51,
31.8.2026,21:12:1.145,20.462,22.3,4099.7,48,
31.8.2026,21:12:1.351,15.541,11.9,4699.7,42,
31.8.2026,21:12:1.545,15.541,9.6,4699.7,40,
31.8.2026,21:12:1.754,8.704,7.1,4099.7,40,
31.8.2026,21:12:1.961,8.891,4.6,4699.7,41,
31.8.2026,21:12:2.154,9.186,10.1,4099.7,41,
31.8.2026,21:12:2.361,8.459,4.1,4699.7,40,
31.8.2026,21:12:2.567,8.916,4.7,4699.7,41,
31.8.2026,21:12:2.782,8.301,4.5,4699.7,40,
31.8.2026,21:12:2.990,8.340,4.5,4699.7,39,
31.8.2026,21:12:3.189,8.532,4.5,4699.7,39,
31.8.2026,21:12:3.396,7.636,6.6,4699.7,40,
31.8.2026,21:12:3.610,9.692,5.6,4099.7,41,
31.8.2026,21:12:3.824,10.055,9.7,1199.9,46,
31.8.2026,21:12:4.014,7.569,3.9,4099.7,42,
31.8.2026,21:12:4.223,9.134,8.7,4099.7,73,
31.8.2026,21:12:4.429,7.814,3.0,4099.7,66,
31.8.2026,21:12:4.622,8.738,5.8,4099.7,72,
31.8.2026,21:12:4.827,8.919,9.7,4099.7,51,
31.8.2026,21:12:5.035,10.485,5.2,4099.7,66,
31.8.2026,21:12:5.244,10.422,6.9,4099.7,53,
31.8.2026,21:12:5.436,10.035,3.9,4099.7,61,
31.8.2026,21:12:5.641,10.861,11.9,4099.7,45,
31.8.2026,21:12:5.849,11.760,5.9,4099.7,48,
31.8.2026,21:12:6.058,10.768,4.6,4099.7,49,
31.8.2026,21:12:6.250,10.296,10.4,4099.7,43,
31.8.2026,21:12:6.452,10.296,10.4,4099.7,43,
31.8.2026,21:12:6.659,10.296,10.4,4099.7,43,
31.8.2026,21:12:6.864,20.926,10.4,4099.7,43,
31.8.2026,21:12:7.070,20.926,10.4,4099.7,43,
31.8.2026,21:12:7.277,20.926,10.4,4099.7,43,
31.8.2026,21:12:7.481,20.926,10.4,4099.7,43,
31.8.2026,21:12:7.686,20.926,10.4,4099.7,43,
31.8.2026,21:12:7.893,20.926,10.4,4099.7,43,
31.8.2026,21:12:8.099,20.926,10.4,4099.7,43,
31.8.2026,21:12:8.304,20.926,10.4,4099.7,43,
31.8.2026,21:12:8.495,20.926,10.4,4099.7,43,
31.8.2026,21:12:8.700,20.926,10.4,4099.7,43,
31.8.2026,21:12:8.907,20.926,10.4,4099.7,43,
31.8.2026,21:12:9.113,20.926,10.4,4099.7,43,
31.8.2026,21:12:9.318,20.926,10.4,4099.7,43,
31.8.2026,21:12:9.525,20.926,10.4,4099.7,43,
31.8.2026,21:12:9.714,20.926,10.4,4099.7,43,
31.8.2026,21:12:9.921,20.926,10.4,4099.7,43,
31.8.2026,21:12:10.126,20.926,10.4,4099.7,43,
31.8.2026,21:12:10.333,20.926,10.4,4099.7,43,
31.8.2026,21:12:10.538,20.926,10.4,4099.7,43,
31.8.2026,21:12:10.745,20.926,10.4,4099.7,43,
31.8.2026,21:12:10.950,20.926,10.4,4099.7,43,
31.8.2026,21:12:11.156,20.926,10.4,4099.7,43,
31.8.2026,21:12:11.362,20.926,10.4,4099.7,43,
31.8.2026,21:12:11.568,20.926,10.4,4099.7,43,
31.8.2026,21:12:11.774,20.926,10.4,4099.7,43,
31.8.2026,21:12:11.964,20.926,10.4,4099.7,43,
31.8.2026,21:12:12.169,20.926,10.4,4099.7,43,
31.8.2026,21:12:12.376,20.926,10.4,4099.7,43,
31.8.2026,21:12:12.585,20.926,10.4,4099.7,43,
31.8.2026,21:12:12.789,20.926,13.5,4399.7,83,
31.8.2026,21:12:12.982,20.926,13.5,4399.7,83,
31.8.2026,21:12:13.185,20.926,13.5,4399.7,83,
31.8.2026,21:12:13.393,20.926,13.5,4399.7,83,
31.8.2026,21:12:13.597,20.926,13.5,4399.7,83,
31.8.2026,21:12:13.803,20.926,13.5,4399.7,83,
31.8.2026,21:12:14.010,20.926,13.5,4399.7,83,
31.8.2026,21:12:14.218,20.926,13.5,4399.7,83,
31.8.2026,21:12:14.421,20.926,13.5,4399.7,83,
31.8.2026,21:12:14.629,20.926,13.5,4399.7,83,
31.8.2026,21:12:14.833,20.926,13.5,4399.7,83,
31.8.2026,21:12:15.038,20.926,13.5,4399.7,83,
31.8.2026,21:12:15.244,20.926,13.5,4399.7,83,
31.8.2026,21:12:15.450,20.926,13.5,4399.7,83,
31.8.2026,21:12:15.657,20.926,13.5,4399.7,83,
31.8.2026,21:12:15.865,20.926,13.5,4399.7,83,
31.8.2026,21:12:16.069,20.926,13.5,4399.7,83,
31.8.2026,21:12:16.274,20.926,13.5,4399.7,83,
31.8.2026,21:12:16.464,20.926,13.5,4399.7,83,
31.8.2026,21:12:16.670,20.926,13.5,4399.7,83,
31.8.2026,21:12:16.876,20.926,13.5,4399.7,83,
31.8.2026,21:12:17.082,20.926,13.5,4399.7,83,
31.8.2026,21:12:17.288,20.926,13.5,4399.7,83,
31.8.2026,21:12:17.492,20.926,15.7,4199.7,86,
31.8.2026,21:12:17.682,23.324,15.7,4199.7,86,
31.8.2026,21:12:17.888,23.324,15.7,4199.7,86,
31.8.2026,21:12:18.095,23.324,15.7,4199.7,86,
31.8.2026,21:12:18.299,23.324,15.7,4199.7,86,
31.8.2026,21:12:18.508,23.324,15.7,4199.7,86,
31.8.2026,21:12:18.713,23.324,15.7,4199.7,86,
31.8.2026,21:12:18.920,23.324,15.7,4199.7,86,
31.8.2026,21:12:19.125,23.324,15.7,4199.7,86,
31.8.2026,21:12:19.332,23.324,15.7,4199.7,86,
31.8.2026,21:12:19.537,23.324,15.7,4199.7,86,
31.8.2026,21:12:19.742,23.324,15.7,4199.7,86,
31.8.2026,21:12:19.935,23.324,15.7,4199.7,86,
