selection_rank,selection_reason,candidate_id,seed,depth,pattern,growth_pattern,noise_ratio,pool_count,pools,min_channels,max_channels,channels,parameter_count,parameter_bin,architecture_key,feature_depth,feature_parameter_count,feature_pattern,feature_growth_pattern,feature_channel_1,feature_pool_after_1,feature_channel_2,feature_pool_after_2,feature_channel_3,feature_pool_after_3,feature_channel_4,feature_pool_after_4,feature_channel_5,feature_pool_after_5,feature_channel_6,feature_pool_after_6,feature_channel_min,feature_channel_max,feature_channel_mean,feature_channel_std,feature_channel_sum,feature_channel_range,feature_channel_first,feature_channel_last,feature_channel_last_first_ratio,feature_pool_count,feature_conv_macs,feature_conv_flops,feature_activation_elements,feature_final_feature_map_height,feature_final_feature_map_width,predicted_energy_j,ensemble_energy_mean_j,energy_uncertainty_std_j,energy_upper_j,energy_relative_uncertainty,predicted_latency_ms,ensemble_latency_mean_ms,latency_uncertainty_std_ms,latency_upper_ms,latency_relative_uncertainty,combined_relative_uncertainty,capacity_energy_score,is_capacity_energy_pareto,is_latency_energy_pareto
37,high_uncertainty,C003639,6275590391149442888,3,hourglass,linear,0.0,2,1-2,9,67,67-9-67,13486,1,67-9-67|1-2,3,13486,hourglass,linear,67.0,1.0,9.0,1.0,67.0,0.0,,0.0,,0.0,,0.0,9.0,67.0,47.66666666666666,27.34146220587984,143.0,58.0,67.0,67.0,1.0,2.0,3589056.0,7178112.0,75200.0,8.0,8.0,0.002136982,0.0016065383038949,0.0003748350042379,0.0019813733081328,0.2333184358749437,0.15836962,0.1574173253029585,0.0185563045887803,0.1759736298917388,0.1178796841648,0.1755990600198718,0.05085803757977768,False,False
38,high_uncertainty,C016595,3513919030085240262,3,hourglass,early,0.05,3,1-2-3,9,64,64-9-64,12883,1,64-9-64|1-2-3,3,12883,hourglass,early,64.0,1.0,9.0,1.0,64.0,1.0,,0.0,,0.0,,0.0,9.0,64.0,45.66666666666666,25.927248643506744,137.0,55.0,64.0,64.0,1.0,3.0,3428352.0,6856704.0,71936.0,4.0,4.0,0.0020935405,0.0016968175186775,0.0003920459815889,0.0020888635002664,0.2310478158514483,0.15748975,0.1497040212154388,0.0174032946060405,0.1671073158214794,0.1162513502626326,0.1736495830570404,0.06243110324300072,False,False
39,structural_diversity,C024294,561565286006443637,4,increasing,early,0.1,4,1-2-3-4,8,253,8-143-213-253,772801,5,8-143-213-253|1-2-3-4,4,772801,increasing,early,8.0,1.0,143.0,1.0,213.0,1.0,253.0,1.0,,0.0,,0.0,8.0,253.0,154.25,93.16484047107042,617.0,245.0,8.0,253.0,31.625,4.0,28161360.0,56322720.0,62480.0,2.0,2.0,0.0073441253,0.0072477935114875,0.0005970787200009,0.0078448722314885,0.0823807575442979,0.65923643,0.6744004935026169,0.0635559714156483,0.7379564649182652,0.0942406952959943,0.0883107264201461,-4.54968308465859,False,False
40,structural_diversity,C044178,8190312719619107767,4,increasing,early,0.05,1,1,10,219,10-136-186-219,609531,5,10-136-186-219|1,4,609531,increasing,early,10.0,1.0,136.0,0.0,186.0,0.0,219.0,0.0,,0.0,,0.0,10.0,219.0,137.75,79.4555693453895,551.0,209.0,10.0,219.0,21.9,1.0,155543040.0,311086080.0,148736.0,16.0,16.0,0.03497585,0.0320673255249857,0.0030603045089649,0.0351276300339507,0.0954337307169708,2.3270586,2.513348841667175,0.1922375634087403,2.7055864050759157,0.0764866222395231,0.0859601764782469,-1.5447646872739202,False,False
41,structural_diversity,C026535,2514055333875070964,6,hourglass,late,0.05,5,2-3-4-5-6,26,155,155-74-26-26-75-155,255061,4,155-74-26-26-75-155|2-3-4-5-6,6,255061,hourglass,late,155.0,0.0,74.0,1.0,26.0,1.0,26.0,1.0,75.0,1.0,155.0,1.0,26.0,155.0,85.16666666666667,53.20218249491483,511.0,129.0,155.0,155.0,1.0,5.0,115514532.0,231029064.0,244636.0,1.0,1.0,0.03005286,0.0312161521986126,0.001339939265809,0.0325560914644217,0.042924549357771,2.0460024,2.224293315410614,0.0844674854810082,2.3087608008916223,0.0379749760950098,0.0404497627263904,0.6146019522442387,False,False
42,structural_diversity,C011296,6496665312734481596,6,increasing,late,0.05,0,,9,114,9-13-26-47-74-114,123995,3,9-13-26-47-74-114|,6,123995,increasing,late,9.0,0.0,13.0,0.0,26.0,0.0,47.0,0.0,74.0,0.0,114.0,0.0,9.0,114.0,47.16666666666666,37.100838564946514,283.0,105.0,9.0,114.0,12.666666666666666,0.0,125503488.0,251006976.0,289792.0,32.0,32.0,0.031785045,0.0331111211329698,0.0034864695528154,0.0365975906857852,0.1052960284496026,2.5059896,2.3557799220085145,0.1321332733006098,2.487913195309124,0.0560889716675886,0.0806925000585956,1.7655822060488116,False,False
43,structural_diversity,C025634,3988661188554435586,5,hourglass,early,0.05,5,1-2-3-4-5,32,247,247-191-32-191-247,969259,5,247-191-32-191-247|1-2-3-4-5,5,969259,hourglass,early,247.0,1.0,191.0,1.0,32.0,1.0,191.0,1.0,247.0,1.0,,0.0,32.0,247.0,181.6,78.88117646181502,908.0,215.0,247.0,247.0,1.0,5.0,121623876.0,243247752.0,307916.0,1.0,1.0,0.033478726,0.0339691533707082,0.0022922995019032,0.0362614528726115,0.0674817967020613,2.3835135,2.3775715112686155,0.13214958642443,2.509721097693045,0.0555817504533935,0.0615317735777274,-3.8403849040235953,False,False
44,structural_diversity,C020140,4918092671265821685,2,increasing,late,0.1,0,,42,253,42-253,99603,3,42-253|,2,99603,increasing,late,42.0,0.0,253.0,0.0,,0.0,,0.0,,0.0,,0.0,42.0,253.0,147.5,105.5,295.0,211.0,42.0,253.0,6.023809523809524,0.0,99090432.0,198180864.0,302080.0,32.0,32.0,0.027142936,0.0260559052228927,0.001984548163374,0.0280404533862667,0.0761650054525984,2.3017206,2.1327185571193694,0.13719434129883,2.2699128984181995,0.0643283854031524,0.0702466954278754,1.3223792865135175,False,False
45,structural_diversity,C014691,6879668738993468552,3,hourglass,early,0.05,0,,15,255,255-15-255,78820,3,255-15-255|,3,78820,hourglass,early,255.0,0.0,15.0,0.0,255.0,0.0,,0.0,,0.0,,0.0,15.0,255.0,175.0,113.1370849898476,525.0,240.0,255.0,255.0,1.0,0.0,77552640.0,155105280.0,537600.0,32.0,32.0,0.030985512,0.0322948881424963,0.0065870314842043,0.0388819196267007,0.2039651431873703,2.2309763,2.008176827430725,0.198389138490252,2.2065659659209773,0.0987906721063366,0.1513779076468534,2.2252390763329783,False,False
46,structural_diversity,C042432,3618222740269297940,6,increasing,late,0.05,5,1-2-4-5-6,19,140,19-24-39-60-93-140,203286,4,19-24-39-60-93-140|1-2-4-5-6,6,203286,increasing,late,19.0,1.0,24.0,1.0,39.0,0.0,60.0,1.0,93.0,1.0,140.0,1.0,19.0,140.0,62.5,42.56269884926628,375.0,121.0,19.0,140.0,7.368421052631579,5.0,4735152.0,9470304.0,33984.0,1.0,1.0,0.0019055534,0.0020951965008862,0.0003499318493822,0.0024451283502685,0.1670162436956406,0.14764425,0.1550347328186035,0.0098015499032968,0.1648362827219004,0.0632216389521248,0.1151189413238827,-1.1698553938812513,False,False
47,structural_diversity,C028018,3133547349256301651,5,increasing,early,0.0,4,1-3-4-5,41,253,41-147-191-225-253,1210540,5,41-147-191-225-253|1-3-4-5,5,1210540,increasing,early,41.0,1.0,147.0,0.0,191.0,1.0,225.0,1.0,253.0,1.0,,0.0,41.0,253.0,171.4,74.18247771542818,857.0,212.0,41.0,253.0,6.170731707317073,4.0,112659984.0,225319968.0,146960.0,2.0,2.0,0.02817684,0.0270437952131032,0.0018054056080024,0.0288492008211057,0.0667585889397531,2.189863,2.3142567038536077,0.2192204110143666,2.533477114867974,0.0947260563831702,0.0807423226614617,-5.957275798376989,False,False
48,structural_diversity,C010516,1274676229319671747,6,hourglass,late,0.0,5,1-2-3-5-6,35,256,256-115-35-35-115-256,623689,5,256-115-35-35-115-256|1-2-3-5-6,6,623689,hourglass,late,256.0,1.0,115.0,1.0,35.0,1.0,35.0,0.0,115.0,1.0,256.0,1.0,35.0,256.0,135.33333333333334,91.36130958392008,812.0,221.0,256.0,256.0,1.0,5.0,79041888.0,158083776.0,297248.0,1.0,1.0,0.024546776,0.0257325631566345,0.0022656966836389,0.0279982598402735,0.0880478431102113,1.8965493,1.9135723888874052,0.1491137818832291,2.0626861707706343,0.0779242963313905,0.0829860697208009,-2.1417301190340026,False,False
