model_id,target_energy_j,target_energy_std_j,target_energy_cv_percent,target_latency_ms,target_throughput_inferences_per_sec,measurement_valid_trials,feature_depth,feature_parameter_count,feature_pattern,feature_growth_pattern,feature_channel_1,feature_pool_after_1,feature_channel_2,feature_pool_after_2,feature_channel_3,feature_pool_after_3,feature_channel_4,feature_pool_after_4,feature_channel_5,feature_pool_after_5,feature_channel_6,feature_pool_after_6,feature_channel_min,feature_channel_max,feature_channel_mean,feature_channel_std,feature_channel_sum,feature_channel_range,feature_channel_first,feature_channel_last,feature_channel_last_first_ratio,feature_pool_count,feature_conv_macs,feature_conv_flops,feature_activation_elements,feature_final_feature_map_height,feature_final_feature_map_width
0062,0.2430152719880613,0.0042971609592046,1.768267864011323,17.60029265905935,56.81759470676754,3,5,1018995,increasing,linear,91.0,0.0,130.0,0.0,169.0,0.0,197.0,0.0,231.0,0.0,,0.0,91.0,231.0,163.6,49.16746892000848,818.0,140.0,91.0,231.0,2.5384615384615383,0.0,1040237568.0,2080475136.0,837632.0,32.0,32.0
0063,0.0113108031545785,0.0008310228865364,7.347160720412741,0.9073390607220194,1102.1417927731986,3,5,159790,hourglass,linear,72.0,1.0,68.0,0.0,58.0,0.0,66.0,0.0,72.0,1.0,,0.0,58.0,72.0,67.2,5.1536394906900505,336.0,14.0,72.0,72.0,1.0,2.0,42126336.0,84252672.0,141312.0,8.0,8.0
0064,0.0033804285716678,2.524170622015496e-05,0.7467013630079687,0.2688018239332593,3720.227300895787,3,4,66846,uniform,late,49.0,1.0,49.0,1.0,49.0,1.0,49.0,1.0,,0.0,,0.0,49.0,49.0,49.0,0.0,196.0,0.0,49.0,49.0,1.0,4.0,8615376.0,17230752.0,66640.0,2.0,2.0
0065,0.0051601013412294,0.0001985253261808,3.847314481881383,0.4493219851399874,2225.592283126188,3,2,79774,uniform,late,92.0,1.0,92.0,1.0,,0.0,,0.0,,0.0,,0.0,92.0,92.0,92.0,0.0,184.0,0.0,92.0,92.0,1.0,2.0,22044672.0,44089344.0,117760.0,8.0,8.0
0066,0.0120262942940499,0.0004219850949004,3.508853887845288,0.9677133109676812,1033.3744240578962,3,2,54958,uniform,linear,76.0,0.0,76.0,1.0,,0.0,,0.0,,0.0,,0.0,76.0,76.0,76.0,0.0,152.0,0.0,76.0,76.0,1.0,1.0,55332864.0,110665728.0,155648.0,16.0,16.0
0067,0.0027874141379283,4.160174026035821e-05,1.492485084806134,0.2266355974371907,4412.377673825761,3,2,27358,uniform,late,53.0,1.0,53.0,0.0,,0.0,,0.0,,0.0,,0.0,53.0,53.0,53.0,0.0,106.0,0.0,53.0,53.0,1.0,1.0,7937280.0,15874560.0,67840.0,16.0,16.0
0068,0.014124774034824,0.0004668748880095,3.305361819300374,1.1366905836428836,879.757376144973,3,2,57960,decreasing,early,92.0,0.0,66.0,1.0,,0.0,,0.0,,0.0,,0.0,66.0,92.0,79.0,13.0,158.0,26.0,92.0,66.0,0.717391304347826,1.0,58503168.0,117006336.0,161792.0,16.0,16.0
0069,0.0489297584241961,0.0011675283644067,2.38613147092374,3.7669982899936,265.4651482447248,3,4,412074,hourglass,late,192.0,0.0,94.0,1.0,94.0,0.0,192.0,0.0,,0.0,,0.0,94.0,192.0,143.0,49.0,572.0,98.0,192.0,192.0,1.0,1.0,233579520.0,467159040.0,366080.0,16.0,16.0
0070,0.0036408403049146,1.1767518824608671e-05,0.3232088704556503,0.2363781467815525,4230.530296599137,3,2,28360,uniform,late,54.0,1.0,54.0,1.0,,0.0,,0.0,,0.0,,0.0,54.0,54.0,54.0,0.0,108.0,0.0,54.0,54.0,1.0,2.0,8211456.0,16422912.0,69120.0,8.0,8.0
0071,0.0025422265514363,5.733135799274344e-05,2.2551632135362274,0.2050017069645699,4878.012961443553,3,5,11128,uniform,late,17.0,0.0,17.0,1.0,17.0,0.0,17.0,0.0,17.0,0.0,,0.0,17.0,17.0,17.0,0.0,85.0,0.0,17.0,17.0,1.0,1.0,5131008.0,10262016.0,47872.0,16.0,16.0
0072,0.0082027971965906,0.0004863282547333,5.928809930050613,0.6497725742472749,1539.0168863088477,3,3,190974,increasing,late,85.0,1.0,99.0,1.0,125.0,1.0,,0.0,,0.0,,0.0,85.0,125.0,103.0,16.57307052620807,309.0,40.0,85.0,125.0,1.4705882352941178,3.0,28866240.0,57732480.0,120384.0,4.0,4.0
0073,0.0137747143946385,0.00059747489601,4.3374757464492175,1.0285076200898688,972.2933268981526,3,4,135983,increasing,early,33.0,0.0,68.0,1.0,77.0,0.0,96.0,0.0,,0.0,,0.0,33.0,96.0,68.5,22.85278976405288,274.0,63.0,33.0,96.0,2.909090909090909,1.0,50688000.0,101376000.0,147712.0,16.0,16.0
0074,0.0115087070984067,0.0010717306276586,9.31234602197022,0.9876852331760796,1012.4779871972488,3,4,54086,uniform,linear,44.0,0.0,44.0,0.0,44.0,0.0,44.0,0.0,,0.0,,0.0,44.0,44.0,44.0,0.0,176.0,0.0,44.0,44.0,1.0,0.0,54743040.0,109486080.0,180224.0,32.0,32.0
0075,0.0121472816711671,0.000130989902996,1.078347457003181,0.903137322509236,1107.255949307548,3,3,190191,decreasing,early,130.0,1.0,111.0,1.0,56.0,0.0,,0.0,,0.0,,0.0,56.0,130.0,99.0,31.379398762032817,297.0,74.0,130.0,56.0,0.4307692307692308,2.0,40421376.0,80842752.0,165120.0,8.0,8.0
0076,0.0037515609369913,0.0001629328371804,4.343067856739773,0.3462076203008091,2888.468985452975,3,2,22618,uniform,linear,48.0,0.0,48.0,0.0,,0.0,,0.0,,0.0,,0.0,48.0,48.0,48.0,0.0,96.0,0.0,48.0,48.0,1.0,0.0,22560768.0,45121536.0,98304.0,32.0,32.0
0077,0.0114331271967512,0.000678996085978,5.938848350877673,0.8794899097714182,1137.0262170964277,3,5,251500,uniform,linear,83.0,1.0,83.0,0.0,83.0,1.0,83.0,1.0,83.0,1.0,,0.0,83.0,83.0,83.0,0.0,415.0,0.0,83.0,83.0,1.0,4.0,38999376.0,77998752.0,134128.0,2.0,2.0
0078,0.0312734312659077,0.0004256737394468,1.3611353862244222,2.531372243140292,395.0477446067249,3,3,140786,hourglass,linear,100.0,0.0,76.0,0.0,100.0,0.0,,0.0,,0.0,,0.0,76.0,100.0,92.0,11.313708498984761,276.0,24.0,100.0,100.0,1.0,0.0,142848000.0,285696000.0,282624.0,32.0,32.0
0079,0.0033568471379174,6.001354114949888e-05,1.7877948766749925,0.2819523574651197,3546.720248337849,3,6,221189,increasing,linear,16.0,1.0,36.0,0.0,59.0,1.0,74.0,1.0,94.0,1.0,110.0,1.0,16.0,110.0,64.83333333333333,32.209815619190096,389.0,94.0,16.0,110.0,6.875,5.0,10551888.0,21103776.0,47384.0,1.0,1.0
0080,0.0103647554558934,0.0002866044763584,2.765183197790753,0.79016674649382,1265.570593708376,3,3,229200,inverse_hourglass,linear,57.0,1.0,221.0,1.0,57.0,1.0,,0.0,,0.0,,0.0,57.0,221.0,111.66666666666667,77.3103414097292,335.0,164.0,57.0,57.0,1.0,3.0,37855296.0,75710592.0,118592.0,4.0,4.0
0081,0.0434233141758967,0.0004256117636245,0.9801457389929406,3.11610344878364,320.9138390183476,3,3,172229,increasing,late,59.0,0.0,86.0,0.0,159.0,0.0,,0.0,,0.0,,0.0,59.0,159.0,101.33333333333333,42.240054713769275,304.0,100.0,59.0,159.0,2.694915254237288,0.0,174412800.0,348825600.0,311296.0,32.0,32.0
0082,0.0116975655031407,0.0006074331527932,5.192816852619077,0.9076460566165936,1101.759376739399,3,4,220964,increasing,late,39.0,0.0,56.0,1.0,102.0,1.0,160.0,0.0,,0.0,,0.0,39.0,160.0,89.25,46.90082621873521,357.0,121.0,39.0,160.0,4.102564102564102,2.0,43766784.0,87533568.0,133632.0,8.0,8.0
0083,0.0046857407077828,0.0001863668770636,3.977319461022113,0.3729535279123562,2681.3168697565766,3,5,315047,inverse_hourglass,early,19.0,1.0,107.0,1.0,144.0,1.0,107.0,1.0,19.0,1.0,,0.0,19.0,144.0,79.2,50.97607281852929,396.0,125.0,19.0,19.0,1.0,5.0,16376292.0,32752584.0,57852.0,1.0,1.0
0084,0.0139977203179301,0.0004737803380139,3.384696416651938,1.0840680493973969,922.4590288151144,3,6,277477,inverse_hourglass,linear,44.0,0.0,68.0,1.0,103.0,1.0,103.0,1.0,68.0,1.0,44.0,1.0,44.0,103.0,71.66666666666667,24.225789747475496,430.0,59.0,44.0,44.0,1.0,5.0,52155072.0,104310144.0,148912.0,1.0,1.0
0085,0.1140872105113419,0.0002036036372074,0.1784631566455718,8.584752638972432,116.4863293024856,3,5,473346,hourglass,linear,136.0,0.0,115.0,0.0,88.0,0.0,117.0,0.0,136.0,1.0,,0.0,88.0,136.0,118.4,17.647662734764623,592.0,48.0,136.0,136.0,1.0,1.0,482697216.0,965394432.0,606208.0,16.0,16.0
0086,0.0030557992239946,7.511752309529963e-05,2.45819563358301,0.2525440308331821,3959.722596535511,3,2,31474,uniform,linear,57.0,1.0,57.0,1.0,,0.0,,0.0,,0.0,,0.0,57.0,57.0,57.0,0.0,114.0,0.0,57.0,57.0,1.0,2.0,9061632.0,18123264.0,72960.0,8.0,8.0
0087,0.0045275983572039,0.0002034106860497,4.492683979489119,0.3699112116403431,2703.3734490458487,3,3,113554,increasing,linear,49.0,1.0,79.0,1.0,107.0,0.0,,0.0,,0.0,,0.0,49.0,107.0,78.33333333333333,23.683092891108814,235.0,58.0,49.0,107.0,2.183673469387755,2.0,15142464.0,30284928.0,77248.0,8.0,8.0
0088,0.2443805584296242,0.0193849204738812,7.932267852421511,15.127017704258003,66.12190128949254,3,6,1057879,decreasing,linear,248.0,0.0,214.0,0.0,154.0,1.0,119.0,0.0,81.0,1.0,33.0,0.0,33.0,248.0,141.5,73.8167776773456,849.0,215.0,248.0,33.0,0.13306451612903225,2.0,865661760.0,1731323520.0,684096.0,8.0,8.0
0089,0.0408153720303962,0.005902109059136,14.460505357492634,2.547534825416897,392.8067541752308,3,4,467198,decreasing,late,203.0,1.0,139.0,0.0,101.0,0.0,88.0,0.0,,0.0,,0.0,88.0,203.0,132.75,44.6787141712919,531.0,115.0,203.0,88.0,0.43349753694581283,1.0,123448320.0,246896640.0,291840.0,16.0,16.0
0090,0.0694879148250317,0.0009193720944103,1.3230676107138026,5.033952659518035,198.6534162168124,3,6,902643,inverse_hourglass,linear,58.0,0.0,115.0,1.0,201.0,0.0,201.0,0.0,115.0,0.0,58.0,0.0,58.0,201.0,124.66666666666667,58.77830287520123,748.0,143.0,58.0,58.0,1.0,1.0,278039808.0,556079616.0,324352.0,16.0,16.0
0091,0.0040110504420804,6.063876717078066e-05,1.5117926848940084,0.3267393421114754,3060.546287174672,3,6,39102,uniform,early,29.0,1.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,29.0,29.0,0.0,174.0,0.0,29.0,29.0,1.0,1.0,10490112.0,20980224.0,66816.0,16.0,16.0
0092,0.003502803004408,0.0001007233964172,2.875508451102141,0.3013676199005795,3318.2408605280166,3,5,99538,uniform,linear,52.0,1.0,52.0,1.0,52.0,0.0,52.0,1.0,52.0,0.0,,0.0,52.0,52.0,52.0,0.0,260.0,0.0,52.0,52.0,1.0,3.0,11172096.0,22344192.0,74048.0,4.0,4.0
0093,0.0014422413691175,1.4370442663952136e-05,0.9963965097427012,0.1204040792071028,8305.45696808726,3,4,19328,uniform,early,26.0,1.0,26.0,1.0,26.0,1.0,26.0,1.0,,0.0,,0.0,26.0,26.0,26.0,0.0,104.0,0.0,26.0,26.0,1.0,4.0,2763072.0,5526144.0,35360.0,2.0,2.0
0094,0.0071249067558598,0.0003801439669848,5.335423746734283,0.5517475275429106,1812.44432220133,3,5,112512,hourglass,linear,89.0,1.0,55.0,0.0,21.0,1.0,55.0,0.0,89.0,1.0,,0.0,21.0,89.0,61.8,25.4432702300628,309.0,68.0,89.0,89.0,1.0,3.0,19884672.0,39769344.0,119808.0,4.0,4.0
0095,0.0045649151139467,0.0001719326532434,3.766393217656221,0.3576246232269396,2796.255828386946,3,2,48758,decreasing,late,75.0,1.0,68.0,1.0,,0.0,,0.0,,0.0,,0.0,68.0,75.0,71.5,3.5,143.0,7.0,75.0,68.0,0.9066666666666666,2.0,13824000.0,27648000.0,94208.0,8.0,8.0
0096,0.0006569777613802,2.4127434224609184e-06,0.3672488726851045,0.0552632947678389,18095.517712825906,3,5,6640,uniform,late,13.0,1.0,13.0,1.0,13.0,1.0,13.0,0.0,13.0,1.0,,0.0,13.0,13.0,13.0,0.0,65.0,0.0,13.0,13.0,1.0,4.0,894816.0,1789632.0,17888.0,2.0,2.0
0097,0.006430607354401,0.0003949154430282,6.141184203355532,0.5232536033945073,1911.153690861556,3,3,104340,decreasing,late,100.0,1.0,70.0,1.0,60.0,1.0,,0.0,,0.0,,0.0,60.0,100.0,76.66666666666667,16.996731711975947,230.0,40.0,100.0,60.0,0.6,3.0,21312000.0,42624000.0,124160.0,4.0,4.0
0098,0.0064449773124673,5.830054664990065e-05,0.9045888577004384,0.5173305912678147,1933.0093383841788,3,3,33687,inverse_hourglass,late,38.0,0.0,47.0,1.0,38.0,1.0,,0.0,,0.0,,0.0,38.0,47.0,41.0,4.242640687119285,123.0,9.0,38.0,38.0,1.0,2.0,21625344.0,43250688.0,96768.0,8.0,8.0
0099,0.0274249045206119,0.0003082522868579,1.1239867275609143,2.037696289992089,490.75296003583446,3,4,298557,inverse_hourglass,linear,53.0,0.0,136.0,1.0,136.0,1.0,53.0,0.0,,0.0,,0.0,53.0,136.0,94.5,41.5,378.0,83.0,53.0,53.0,1.0,2.0,114660864.0,229321728.0,231744.0,8.0,8.0
0100,0.0056052923144896,0.0002713147459439,4.840331792198692,0.480816759501964,2079.851449466245,3,6,59878,uniform,late,36.0,0.0,36.0,1.0,36.0,1.0,36.0,1.0,36.0,1.0,36.0,1.0,36.0,36.0,36.0,0.0,216.0,0.0,36.0,36.0,1.0,5.0,16905024.0,33810048.0,85968.0,1.0,1.0
