id,seed,depth,pattern,growth_pattern,noise_ratio,min_channels,max_channels,channels,pools,parameter_count,onnx_path,onnx_size_bytes,created_at_utc
0171,741765950660650891,4,decreasing,linear,0.05,28,227,227-160-97-28,1-2-3-4,497935,model_onnx/0171.onnx,1994774,2026-09-08T11:09:36.475774+00:00
0172,2936620593213656747,6,increasing,early,0.1,26,201,26-98-131-161-190-201,2-3-4-5-6,950842,model_onnx/0172.onnx,3807465,2026-09-08T11:09:36.548019+00:00
0173,2632372721187060865,5,increasing,late,0.1,53,54,53-53-53-54-54,1-3-4-5,104812,model_onnx/0173.onnx,422694,2026-09-08T11:09:36.593264+00:00
0174,9167048498804612321,4,increasing,late,0.1,55,91,55-61-75-91,2-4,135482,model_onnx/0174.onnx,544513,2026-09-08T11:09:36.634285+00:00
0175,3285711554443097975,2,uniform,early,0.05,84,84,84-84,1-2,66790,model_onnx/0175.onnx,268924,2026-09-08T11:09:36.700098+00:00
0176,4078802847151167650,6,uniform,linear,0.1,25,25,25-25-25-25-25-25,3-4-6,29210,model_onnx/0176.onnx,120472,2026-09-08T11:09:36.755456+00:00
0177,8162096974702747873,5,uniform,early,0.05,34,34,34-34-34-34-34,1-2-3-4-5,43054,model_onnx/0177.onnx,175883,2026-09-08T11:09:36.800270+00:00
0178,7819078556490235038,5,decreasing,linear,0.0,58,158,158-133-108-83-58,1-2-4,447800,model_onnx/0178.onnx,1794433,2026-09-08T11:09:36.852279+00:00
0179,7728685741397776957,5,hourglass,linear,0.05,40,243,243-141-40-145-243,1-2-4-5,738255,model_onnx/0179.onnx,2956481,2026-09-08T11:09:36.913420+00:00
0180,5292473241796426533,3,increasing,linear,0.0,57,120,57-88-120,1-2-3,143198,model_onnx/0180.onnx,575183,2026-09-08T11:09:36.948444+00:00
0181,479463775694038129,2,decreasing,late,0.0,17,107,107-17,2,19564,model_onnx/0181.onnx,79800,2026-09-08T11:09:36.971950+00:00
0182,227609739873019448,3,inverse_hourglass,early,0.0,72,216,72-216-72,1,282970,model_onnx/0182.onnx,1133838,2026-09-08T11:09:37.005835+00:00
0183,6041984801109206791,6,decreasing,linear,0.0,87,222,222-195-168-141-114-87,,1139371,model_onnx/0183.onnx,4560476,2026-09-08T11:09:37.129992+00:00
0184,1627365045784220948,5,decreasing,early,0.0,13,127,127-112-94-70-13,2-4,294163,model_onnx/0184.onnx,1179654,2026-09-08T11:09:37.176750+00:00
0185,891421615281023410,4,inverse_hourglass,early,0.1,66,110,66-110-110-66,1-3-4,242384,model_onnx/0185.onnx,972342,2026-09-08T11:09:37.219065+00:00
0186,5374134075204142519,5,decreasing,late,0.05,10,24,24-19-14-11-10,1-2-4-5,9710,model_onnx/0186.onnx,42270,2026-09-08T11:09:37.258751+00:00
0187,215262795747609646,5,increasing,linear,0.0,23,91,23-40-57-74-91,1-2-3-4-5,129194,model_onnx/0187.onnx,520441,2026-09-08T11:09:37.305075+00:00
0188,1575142531514910437,6,hourglass,linear,0.0,81,113,113-100-81-81-100-113,2-3-5-6,413028,model_onnx/0188.onnx,1655977,2026-09-08T11:09:37.362322+00:00
0189,2486079399012389645,3,increasing,linear,0.1,73,162,73-113-162,1-2-3,242944,model_onnx/0189.onnx,974170,2026-09-08T11:09:37.398441+00:00
0190,7473997637321510520,6,decreasing,linear,0.1,18,219,219-176-132-90-56-18,2-3,724130,model_onnx/0190.onnx,2899953,2026-09-08T11:09:37.455435+00:00
0191,2440929865761191882,3,increasing,early,0.1,79,123,79-105-123,2,194570,model_onnx/0191.onnx,780235,2026-09-08T11:09:37.484251+00:00
0192,7942526777749646977,4,hourglass,early,0.0,48,151,151-48-48-151,1-3-4,157195,model_onnx/0192.onnx,631592,2026-09-08T11:09:37.521138+00:00
0193,2876965514137450472,6,inverse_hourglass,late,0.1,41,118,41-56-118-118-54-41,1-3-4-6,284681,model_onnx/0193.onnx,1142589,2026-09-08T11:09:37.573089+00:00
0194,7478617474960440624,5,decreasing,early,0.1,74,246,246-219-200-145-74,1-2-3-5,1244912,model_onnx/0194.onnx,4983109,2026-09-08T11:09:37.647598+00:00
0195,2032688201805545868,3,hourglass,late,0.05,80,251,251-80-251,,371319,model_onnx/0195.onnx,1487021,2026-09-08T11:09:37.684257+00:00
0196,3225928413235696893,2,decreasing,late,0.0,68,157,157-68,2,101238,model_onnx/0196.onnx,406503,2026-09-08T11:09:37.710842+00:00
0197,5168876822181657856,3,hourglass,early,0.1,20,74,74-20-74,,29556,model_onnx/0197.onnx,119959,2026-09-08T11:09:37.736685+00:00
0198,4281966434013495157,5,inverse_hourglass,late,0.0,24,128,24-50-128-50-24,3-4,137974,model_onnx/0198.onnx,554899,2026-09-08T11:09:37.770626+00:00
0199,7699803409107258560,5,increasing,linear,0.05,71,80,71-74-74-76-80,4,205008,model_onnx/0199.onnx,822811,2026-09-08T11:09:37.804551+00:00
0200,3835542138127787494,6,uniform,early,0.1,70,70,70-70-70-70-70-70,4,223520,model_onnx/0200.onnx,897278,2026-09-08T11:09:37.850264+00:00
0201,884126544021005260,2,increasing,late,0.05,88,98,88-98,,81168,model_onnx/0201.onnx,326000,2026-09-08T11:09:37.872352+00:00
0202,1955445995016660769,4,decreasing,linear,0.0,66,131,131-109-88-66,1,271712,model_onnx/0202.onnx,1089215,2026-09-08T11:09:37.910067+00:00
0203,706533353787511977,2,uniform,early,0.1,26,26,26-26,1-2,7108,model_onnx/0203.onnx,30192,2026-09-08T11:09:37.934171+00:00
0204,2453706565655710274,6,increasing,early,0.05,23,189,23-94-124-155-179-189,1-2-3-4-6,854811,model_onnx/0204.onnx,3423338,2026-09-08T11:09:37.996221+00:00
0205,1467827495868711971,3,hourglass,late,0.05,63,154,154-63-154,1-2-3,180715,model_onnx/0205.onnx,725259,2026-09-08T11:09:38.031761+00:00
0206,1514515634602473233,2,decreasing,linear,0.1,45,207,207-45,,90136,model_onnx/0206.onnx,361877,2026-09-08T11:09:38.058448+00:00
0207,2400491517008511747,5,increasing,early,0.05,79,116,79-102-106-107-116,4,387429,model_onnx/0207.onnx,1552495,2026-09-08T11:09:38.106970+00:00
0208,2281508232010800215,4,inverse_hourglass,linear,0.1,70,95,70-95-95-70,1-4,203855,model_onnx/0208.onnx,818005,2026-09-08T11:09:38.145451+00:00
0209,7306501269801395883,2,decreasing,early,0.0,46,238,238-46,1,105712,model_onnx/0209.onnx,424399,2026-09-08T11:09:38.171245+00:00
0210,2885241436880371745,2,decreasing,early,0.0,92,98,98-92,1-2,84910,model_onnx/0210.onnx,341404,2026-09-08T11:09:38.192318+00:00
0211,3240568918855004346,5,increasing,early,0.1,47,118,47-88-89-116-118,2-3-4,326737,model_onnx/0211.onnx,1310173,2026-09-08T11:09:38.243188+00:00
0212,1090423891968267331,4,inverse_hourglass,early,0.05,73,132,73-132-132-73,1-2-3-4,333385,model_onnx/0212.onnx,1336573,2026-09-08T11:09:38.294557+00:00
0213,4457800980596397219,3,hourglass,linear,0.05,79,176,176-79-176,3,257225,model_onnx/0213.onnx,1030863,2026-09-08T11:09:38.330944+00:00
0214,8898813746515613090,5,uniform,late,0.0,45,45,45-45-45-45-45,,74800,model_onnx/0214.onnx,301758,2026-09-08T11:09:38.366238+00:00
0215,5009088852665228041,4,uniform,late,0.05,27,27,27-27-27-27,2-3,20800,model_onnx/0215.onnx,85781,2026-09-08T11:09:38.399837+00:00
0216,2590299289644020156,6,decreasing,late,0.1,17,145,145-93-65-34-22-17,1-5,210229,model_onnx/0216.onnx,844332,2026-09-08T11:09:38.447467+00:00
0217,78420966406304215,5,hourglass,late,0.0,80,126,126-92-80-92-126,,346324,model_onnx/0217.onnx,1387854,2026-09-08T11:09:38.483858+00:00
0218,2727946874533034752,2,uniform,early,0.0,42,42,42-42,1-2,17524,model_onnx/0218.onnx,71860,2026-09-08T11:09:38.504350+00:00
0219,5759468973369396015,4,decreasing,late,0.05,14,92,92-51-22-14,1-2-3-4,57911,model_onnx/0219.onnx,234665,2026-09-08T11:09:38.543786+00:00
0220,1228523510872958378,6,inverse_hourglass,early,0.1,62,70,62-70-70-70-63-62,,204805,model_onnx/0220.onnx,822197,2026-09-08T11:09:38.588085+00:00
0221,3296916736481659879,6,decreasing,early,0.1,17,148,148-141-117-106-79-17,6,540140,model_onnx/0221.onnx,2163763,2026-09-08T11:09:38.646460+00:00
0222,6584000068265720524,5,inverse_hourglass,early,0.1,86,134,86-122-134-113-86,1-4,469033,model_onnx/0222.onnx,1879139,2026-09-08T11:09:38.695650+00:00
0223,8079884140413000553,6,hourglass,early,0.1,76,252,252-223-76-76-233-252,,1408542,model_onnx/0223.onnx,5637162,2026-09-08T11:09:38.768492+00:00
0224,2052047027705665289,4,hourglass,early,0.0,87,184,184-87-87-184,1-4,363625,model_onnx/0224.onnx,1457093,2026-09-08T11:09:38.813841+00:00
0225,6468483830729558500,6,hourglass,late,0.1,80,106,106-81-80-80-91-106,1-3-6,350004,model_onnx/0225.onnx,1403660,2026-09-08T11:09:38.864619+00:00
0226,4170106328006372029,2,decreasing,linear,0.05,42,82,82-42,2,33764,model_onnx/0226.onnx,136602,2026-09-08T11:09:38.885623+00:00
0227,4288950083563422205,2,uniform,late,0.1,69,69,69-69,1,45550,model_onnx/0227.onnx,183746,2026-09-08T11:09:38.907996+00:00
0228,8879270594379682260,3,inverse_hourglass,linear,0.0,38,229,38-229-38,,158357,model_onnx/0228.onnx,635168,2026-09-08T11:09:38.938245+00:00
0229,5906870473432119615,3,increasing,late,0.0,93,184,93-116-184,1-2,293942,model_onnx/0229.onnx,1177944,2026-09-08T11:09:38.966149+00:00
0230,107231632217171368,5,increasing,early,0.05,48,237,48-136-174-205-237,,1034499,model_onnx/0230.onnx,4140567,2026-09-08T11:09:39.027318+00:00
0231,692879170100469765,5,hourglass,linear,0.1,57,234,234-149-57-157-234,2-4-5,810913,model_onnx/0231.onnx,3246892,2026-09-08T11:09:39.091316+00:00
0232,8503401065241340080,5,inverse_hourglass,early,0.1,30,100,30-83-100-79-30,1-2-3-4-5,190982,model_onnx/0232.onnx,767593,2026-09-08T11:09:39.139426+00:00
0233,7253875567797741411,6,inverse_hourglass,early,0.0,64,180,64-137-180-180-137-64,2-3-4-5-6,896444,model_onnx/0233.onnx,3589875,2026-09-08T11:09:39.216431+00:00
0234,4146208728128213538,3,hourglass,linear,0.1,93,127,127-93-127,1-2-3,217654,model_onnx/0234.onnx,873007,2026-09-08T11:09:39.253556+00:00
0235,7399141092136965892,4,inverse_hourglass,late,0.1,91,117,91-117-117-91,1-3,318640,model_onnx/0235.onnx,1277145,2026-09-08T11:09:39.294197+00:00
0236,2997187509655400246,3,hourglass,early,0.1,11,99,99-11-99,1-2,23484,model_onnx/0236.onnx,96107,2026-09-08T11:09:39.324540+00:00
0237,4076505049409792471,2,decreasing,early,0.05,87,241,241-87,,196418,model_onnx/0237.onnx,787005,2026-09-08T11:09:39.351293+00:00
0238,961463093989503481,4,increasing,late,0.05,59,213,59-78-125-213,4,373001,model_onnx/0238.onnx,1494371,2026-09-08T11:09:39.444192+00:00
0239,5721583870129094031,3,increasing,late,0.05,84,113,84-95-113,1-2-3,172135,model_onnx/0239.onnx,690931,2026-09-08T11:09:39.482345+00:00
0240,7088097994257813068,4,increasing,late,0.0,96,98,96-96-97-98,1-2-3-4,256275,model_onnx/0240.onnx,1028127,2026-09-08T11:09:39.525084+00:00
0241,5178047845690862625,6,hourglass,linear,0.1,17,205,205-118-17-17-141-205,2-5,528381,model_onnx/0241.onnx,2116949,2026-09-08T11:09:39.570909+00:00
0242,5093760602395355176,4,hourglass,early,0.05,19,27,27-19-19-27,,13584,model_onnx/0242.onnx,56474,2026-09-08T11:09:39.599325+00:00
0243,8458986667596540829,5,hourglass,linear,0.05,14,187,187-103-14-103-187,1-2-3-4-5,380177,model_onnx/0243.onnx,1524381,2026-09-08T11:09:39.652445+00:00
0244,7382644901756918497,6,hourglass,late,0.1,9,120,120-50-9-9-50-120,1-2-3-6,121637,model_onnx/0244.onnx,490403,2026-09-08T11:09:39.701721+00:00
0245,1359607133324217612,3,decreasing,early,0.0,9,88,88-65-9,1-2,59383,model_onnx/0245.onnx,239703,2026-09-08T11:09:39.746974+00:00
0246,3715185822063517513,4,decreasing,early,0.1,57,78,78-73-65-57,1-2-3-4,130255,model_onnx/0246.onnx,524047,2026-09-08T11:09:39.784869+00:00
0247,3358038042667032006,6,increasing,early,0.0,55,175,55-109-131-148-162-175,2-3-4-5-6,831917,model_onnx/0247.onnx,3331767,2026-09-08T11:09:39.851835+00:00
0248,7777967752176270985,3,increasing,early,0.1,11,88,11-59-88,3,53914,model_onnx/0248.onnx,217609,2026-09-08T11:09:39.880965+00:00
0249,6831658684081388029,5,inverse_hourglass,early,0.05,88,118,88-106-118-114-88,,411660,model_onnx/0249.onnx,1649198,2026-09-08T11:09:39.928232+00:00
0250,7455107999342883940,4,decreasing,late,0.0,74,126,126-97-80-74,4,237647,model_onnx/0250.onnx,952952,2026-09-08T11:09:39.970310+00:00
0251,7397176686071039884,4,decreasing,late,0.1,25,250,250-136-52-25,2-3,388821,model_onnx/0251.onnx,1557875,2026-09-08T11:09:40.017612+00:00
0252,6433924429887669931,2,increasing,linear,0.0,40,72,40-72,2,27842,model_onnx/0252.onnx,112914,2026-09-08T11:09:40.040439+00:00
0253,876274344998426010,3,hourglass,late,0.1,21,121,121-21-121,,50488,model_onnx/0253.onnx,203687,2026-09-08T11:09:40.062198+00:00
0254,2123446338420096454,2,decreasing,early,0.0,93,178,178-93,1-2,155003,model_onnx/0254.onnx,621781,2026-09-08T11:09:40.086914+00:00
0255,1018174320078464211,5,increasing,early,0.0,82,236,82-159-191-215-236,2-4,1222375,model_onnx/0255.onnx,4892517,2026-09-08T11:09:40.148453+00:00
0256,8832518925316712715,6,hourglass,linear,0.1,22,70,70-48-22-22-49-70,6,87553,model_onnx/0256.onnx,353406,2026-09-08T11:09:40.199968+00:00
0257,1755504738455545202,5,inverse_hourglass,linear,0.1,76,160,76-112-160-112-76,,479134,model_onnx/0257.onnx,1919097,2026-09-08T11:09:40.249039+00:00
0258,2770658023330200856,5,increasing,late,0.05,88,157,88-89-106-132-157,2,472366,model_onnx/0258.onnx,1892249,2026-09-08T11:09:40.296189+00:00
0259,1222334402441001225,2,uniform,early,0.0,23,23,23-23,1-2,5668,model_onnx/0259.onnx,24432,2026-09-08T11:09:40.322975+00:00
0260,1339708651062932281,6,inverse_hourglass,linear,0.05,35,109,35-67-109-109-67-35,2-4-5-6,282320,model_onnx/0260.onnx,1133145,2026-09-08T11:09:40.375660+00:00
0261,7462614250389534196,2,uniform,early,0.05,60,60,60-60,1,34750,model_onnx/0261.onnx,140546,2026-09-08T11:09:40.397843+00:00
0262,4324775707105913126,6,increasing,linear,0.0,60,100,60-68-76-84-92-100,4,296150,model_onnx/0262.onnx,1187798,2026-09-08T11:09:40.444398+00:00
0263,7108778427029792845,6,decreasing,late,0.1,82,83,83-83-83-82-82-82,5,309854,model_onnx/0263.onnx,1242614,2026-09-08T11:09:40.495524+00:00
0264,6257762927073299074,3,inverse_hourglass,early,0.1,54,140,54-140-54,2,138336,model_onnx/0264.onnx,555302,2026-09-08T11:09:40.527486+00:00
0265,983968514048034600,2,increasing,linear,0.05,40,137,40-137,1-2,51957,model_onnx/0265.onnx,209595,2026-09-08T11:09:40.552608+00:00
0266,3207436257063232839,6,increasing,early,0.0,64,192,64-121-145-163-178-192,2-5,1013547,model_onnx/0266.onnx,4057620,2026-09-08T11:09:40.622035+00:00
0267,6088218747024969605,4,increasing,late,0.05,40,63,40-42-51-63,1-2-3-4,65231,model_onnx/0267.onnx,263951,2026-09-08T11:09:40.661638+00:00
0268,1585458075213172399,2,decreasing,linear,0.0,38,235,235-38,,87378,model_onnx/0268.onnx,350845,2026-09-08T11:09:40.684251+00:00
0269,4632239244145445329,2,uniform,late,0.1,80,80,80-80,1-2,60730,model_onnx/0269.onnx,244684,2026-09-08T11:09:40.714592+00:00
0270,6687425964523789285,2,uniform,early,0.1,42,42,42-42,1-2,17524,model_onnx/0270.onnx,71860,2026-09-08T11:09:40.740752+00:00
0271,8733997282879362692,2,decreasing,linear,0.0,85,112,112-85,1,89761,model_onnx/0271.onnx,360590,2026-09-08T11:09:40.765329+00:00
0272,8003859105364898394,3,decreasing,linear,0.05,13,36,36-24-13,2-3,11769,model_onnx/0272.onnx,49243,2026-09-08T11:09:40.794940+00:00
0273,568661493308574655,3,uniform,linear,0.1,58,58,58-58-58,3,62882,model_onnx/0273.onnx,253483,2026-09-08T11:09:40.823888+00:00
0274,4857047120974485169,4,uniform,early,0.1,58,58,58-58-58-58,1-2-3,93216,model_onnx/0274.onnx,375670,2026-09-08T11:09:40.860704+00:00
0275,178635948662682601,5,decreasing,late,0.0,19,112,112-71-42-25-19,2-4,115624,model_onnx/0275.onnx,465496,2026-09-08T11:09:40.899018+00:00
0276,2561963467036892531,3,decreasing,late,0.05,88,199,199-121-88,1-2-3,319214,model_onnx/0276.onnx,1279252,2026-09-08T11:09:40.937863+00:00
0277,2295179022765017891,4,decreasing,late,0.1,41,150,150-87-52-41,3,182154,model_onnx/0277.onnx,730983,2026-09-08T11:09:40.975953+00:00
0278,315583305958520977,5,decreasing,linear,0.0,42,52,52-50-47-44-42,5,81863,model_onnx/0278.onnx,330231,2026-09-08T11:09:41.016117+00:00
0279,2924845764921993676,2,uniform,early,0.05,85,85,85-85,,68350,model_onnx/0279.onnx,274728,2026-09-08T11:09:41.038050+00:00
0280,6092951306211189908,4,inverse_hourglass,late,0.05,15,213,15-213-213-15,4,466852,model_onnx/0280.onnx,1869774,2026-09-08T11:09:41.086987+00:00
0281,6590513463448900582,4,hourglass,late,0.0,85,103,103-85-85-103,,226812,model_onnx/0281.onnx,909394,2026-09-08T11:09:41.122255+00:00
0282,3970876871093456269,4,hourglass,late,0.05,39,75,75-39-39-75,2-3,69352,model_onnx/0282.onnx,279993,2026-09-08T11:09:41.158449+00:00
0283,3829049285391807640,2,uniform,early,0.0,24,24,24-24,2,6130,model_onnx/0283.onnx,26062,2026-09-08T11:09:41.180896+00:00
0284,2213225694472437165,4,hourglass,late,0.05,54,103,103-54-54-103,1-4,130495,model_onnx/0284.onnx,524565,2026-09-08T11:09:41.217332+00:00
0285,3664299597947297049,6,uniform,late,0.1,27,27,27-27-27-27-27-27,1-3-6,33976,model_onnx/0285.onnx,139542,2026-09-08T11:09:41.263962+00:00
0286,4844102775654161461,3,decreasing,early,0.1,37,189,189-140-37,2,290609,model_onnx/0286.onnx,1164399,2026-09-08T11:09:41.295183+00:00
0287,1946148182667073684,5,uniform,linear,0.05,71,71,71-71-71-71-71,1-2-3-4-5,184468,model_onnx/0287.onnx,741539,2026-09-08T11:09:41.339856+00:00
0288,1761874090983812525,5,hourglass,late,0.1,64,131,131-80-64-88-131,1-2-3-4-5,300191,model_onnx/0288.onnx,1204437,2026-09-08T11:09:41.390560+00:00
0289,785202834818041810,3,uniform,early,0.1,33,33,33-33-33,3,20932,model_onnx/0289.onnx,85683,2026-09-08T11:09:41.419272+00:00
0290,7042506695785886875,4,hourglass,late,0.05,84,127,127-84-84-127,1-2-3-4,260659,model_onnx/0290.onnx,1045663,2026-09-08T11:09:41.463450+00:00
0291,7780750790075522000,4,hourglass,early,0.05,88,199,199-88-88-199,,392859,model_onnx/0291.onnx,1573590,2026-09-08T11:09:41.505653+00:00
0292,5416500315005731484,5,hourglass,early,0.1,76,97,97-94-76-89-97,2-4,288983,model_onnx/0292.onnx,1158936,2026-09-08T11:09:41.551237+00:00
0293,916198147100449601,2,uniform,early,0.05,43,43,43-43,1-2,18328,model_onnx/0293.onnx,75076,2026-09-08T11:09:41.575790+00:00
0294,2027606733686423059,4,increasing,late,0.0,63,125,63-70-91-125,1-2-3-4,202705,model_onnx/0294.onnx,813847,2026-09-08T11:09:41.616994+00:00
0295,4009149072324637151,6,uniform,late,0.1,30,30,30-30-30-30-30-30,1-2-3-5-6,41800,model_onnx/0295.onnx,171280,2026-09-08T11:09:41.665832+00:00
0296,8736028866289453203,3,inverse_hourglass,early,0.0,66,237,66-237-66,1-2-3,284377,model_onnx/0296.onnx,1139902,2026-09-08T11:09:41.702904+00:00
0297,3819536043181485140,2,uniform,early,0.0,67,67,67-67,1-2,43024,model_onnx/0297.onnx,173860,2026-09-08T11:09:41.728195+00:00
0298,3455910411636713508,4,inverse_hourglass,early,0.1,64,199,64-199-199-64,,588561,model_onnx/0298.onnx,2356397,2026-09-08T11:09:41.778052+00:00
0299,470984911659125943,3,uniform,linear,0.0,17,17,17-17-17,1-2,5892,model_onnx/0299.onnx,25731,2026-09-08T11:09:41.806994+00:00
0300,121162522377224754,3,inverse_hourglass,late,0.0,92,226,92-226-92,1-2,378080,model_onnx/0300.onnx,1514496,2026-09-08T11:09:41.843905+00:00
0301,2243938975787199703,2,uniform,early,0.05,30,30,30-30,2,9280,model_onnx/0301.onnx,38664,2026-09-08T11:09:41.867133+00:00
0302,9043171791983075701,3,hourglass,late,0.05,95,226,226-95-226,1,395379,model_onnx/0302.onnx,1583479,2026-09-08T11:09:41.903703+00:00
0303,7161887507906759807,2,uniform,late,0.0,69,69,69-69,2,45550,model_onnx/0303.onnx,183746,2026-09-08T11:09:41.928550+00:00
0304,7792132736078773354,4,decreasing,linear,0.1,28,208,208-160-87-28,1,453113,model_onnx/0304.onnx,1814823,2026-09-08T11:09:41.972296+00:00
0305,1037924972821342447,6,decreasing,late,0.05,65,116,116-98-84-70-70-65,1-2,318665,model_onnx/0305.onnx,1278083,2026-09-08T11:09:42.020616+00:00
0306,6699762608319994767,6,inverse_hourglass,early,0.05,20,205,20-134-205-205-138-20,3,930497,model_onnx/0306.onnx,3725195,2026-09-08T11:09:42.087564+00:00
0307,5813791534179608520,4,inverse_hourglass,late,0.1,55,202,55-202-202-55,1-2-3-4,569775,model_onnx/0307.onnx,2282134,2026-09-08T11:09:42.141236+00:00
0308,2135852708295754427,5,uniform,late,0.05,15,15,15-15-15-15-15,5,8740,model_onnx/0308.onnx,37721,2026-09-08T11:09:42.175425+00:00
0309,7337060213790989186,4,decreasing,linear,0.1,52,239,239-191-109-52,1-3-4,656798,model_onnx/0309.onnx,2630007,2026-09-08T11:09:42.227894+00:00
0310,3743161395053785164,6,decreasing,early,0.1,38,64,64-61-56-56-51-38,,139694,model_onnx/0310.onnx,561753,2026-09-08T11:09:42.262597+00:00
0311,6579132802818850509,4,uniform,early,0.05,62,62,62-62-62-62,2-3-4,106340,model_onnx/0311.onnx,428166,2026-09-08T11:09:42.320354+00:00
0312,2643570985110774579,6,decreasing,late,0.05,41,118,118-94-66-53-42-41,,226698,model_onnx/0312.onnx,909769,2026-09-08T11:09:42.367348+00:00
0313,8380539267248966887,3,increasing,late,0.0,65,110,65-76-110,2-3,122816,model_onnx/0313.onnx,493437,2026-09-08T11:09:42.399840+00:00
0314,5248020370172914989,2,increasing,early,0.05,73,250,73-250,2,169054,model_onnx/0314.onnx,677765,2026-09-08T11:09:42.426250+00:00
0315,7103512218874155701,5,hourglass,late,0.1,57,159,159-85-57-77-159,1-3-4,321358,model_onnx/0315.onnx,1288665,2026-09-08T11:09:42.463700+00:00
0316,7603011271135040372,3,hourglass,late,0.05,63,223,223-63-223,1-2-3,261652,model_onnx/0316.onnx,1049007,2026-09-08T11:09:42.494109+00:00
0317,3869391814276588532,3,inverse_hourglass,late,0.05,26,195,26-195-26,1,92479,model_onnx/0317.onnx,371870,2026-09-08T11:09:42.523169+00:00
0318,7869715890325284997,5,inverse_hourglass,late,0.0,18,232,18-72-232-72-18,,325088,model_onnx/0318.onnx,1302909,2026-09-08T11:09:42.568295+00:00
0319,2677982360385498275,4,uniform,late,0.0,62,62,62-62-62-62,1-4,106340,model_onnx/0319.onnx,427945,2026-09-08T11:09:42.603891+00:00
0320,6694217668768780210,5,hourglass,linear,0.05,68,226,226-140-68-143-226,4,757993,model_onnx/0320.onnx,3034766,2026-09-08T11:09:42.656145+00:00
0321,6869164651879608328,3,hourglass,early,0.05,76,234,234-76-234,1-2-3,329324,model_onnx/0321.onnx,1319695,2026-09-08T11:09:42.687430+00:00
0322,6381559908169018617,3,hourglass,late,0.05,28,216,216-28-216,2-3,117326,model_onnx/0322.onnx,471484,2026-09-08T11:09:42.735165+00:00
0323,1997165302274474025,2,increasing,early,0.0,92,165,92-165,1-2,141021,model_onnx/0323.onnx,565851,2026-09-08T11:09:42.771545+00:00
0324,3742961930463184161,5,uniform,late,0.05,92,92,92-92-92-92-92,1-4-5,308578,model_onnx/0324.onnx,1237537,2026-09-08T11:09:42.817305+00:00
0325,8993199257345761530,4,decreasing,linear,0.1,95,246,246-198-141-95,1-2-3-4,818471,model_onnx/0325.onnx,3276923,2026-09-08T11:09:42.880726+00:00
0326,7850518707635205466,4,uniform,linear,0.05,39,39,39-39-39-39,1-2-3-4,42676,model_onnx/0326.onnx,173731,2026-09-08T11:09:42.916902+00:00
0327,8609139145536570556,6,decreasing,early,0.05,93,130,130-124-118-113-111-93,2-4,607707,model_onnx/0327.onnx,2434255,2026-09-08T11:09:42.974676+00:00
0328,4023002832003462742,3,increasing,late,0.1,78,192,78-114-192,1-2-3,281440,model_onnx/0328.onnx,1128154,2026-09-08T11:09:43.011512+00:00
0329,3469832582891545955,2,increasing,late,0.05,51,170,51-170,2,81338,model_onnx/0329.onnx,326901,2026-09-08T11:09:43.037964+00:00
0330,8407823811588257580,6,hourglass,linear,0.0,92,220,220-169-92-92-169-220,1,1034392,model_onnx/0330.onnx,4140781,2026-09-08T11:09:43.107474+00:00
0331,1429211682827376199,4,decreasing,linear,0.0,15,145,145-102-58-15,4,198579,model_onnx/0331.onnx,796681,2026-09-08T11:09:43.147013+00:00
0332,59116574811395059,2,decreasing,late,0.05,67,94,94-67,1-2,60061,model_onnx/0332.onnx,242008,2026-09-08T11:09:43.174153+00:00
0333,3407775603126141707,4,uniform,late,0.0,94,94,94-94-94-94,1-2-3-4,242436,model_onnx/0333.onnx,972771,2026-09-08T11:09:43.216759+00:00
0334,7897662210779842938,3,hourglass,late,0.0,9,61,61-9-61,1-2-3,12280,model_onnx/0334.onnx,51509,2026-09-08T11:09:43.271701+00:00
0335,3566853567149625494,3,increasing,linear,0.05,14,147,14-83-147,2-3,122369,model_onnx/0335.onnx,491650,2026-09-08T11:09:43.315559+00:00
0336,4821635930677319188,4,uniform,early,0.0,24,24,24-24-24-24,3,16546,model_onnx/0336.onnx,68540,2026-09-08T11:09:43.346344+00:00
0337,8895688294504792208,5,uniform,linear,0.0,35,35,35-35-35-35-35,1-3,45580,model_onnx/0337.onnx,185324,2026-09-08T11:09:43.379706+00:00
0338,333726258040888851,2,decreasing,late,0.1,11,199,199-11,1-2,25404,model_onnx/0338.onnx,103383,2026-09-08T11:09:43.406432+00:00
0339,3681023324059991248,6,decreasing,linear,0.1,25,120,120-101-75-69-46-25,2,266682,model_onnx/0339.onnx,1069924,2026-09-08T11:09:43.455273+00:00
0340,7236026419207069065,5,hourglass,early,0.0,88,140,140-125-88-125-140,2-3,518808,model_onnx/0340.onnx,2078242,2026-09-08T11:09:43.507706+00:00
0341,5573041732306777800,5,increasing,linear,0.0,10,32,10-16-21-26-32,1-2-3-4-5,17571,model_onnx/0341.onnx,73939,2026-09-08T11:09:43.553152+00:00
0342,4534034429334917364,3,inverse_hourglass,linear,0.05,22,109,22-109-22,2,44141,model_onnx/0342.onnx,178515,2026-09-08T11:09:43.582795+00:00
0343,4977274163159606403,5,decreasing,late,0.1,18,143,143-89-53-26-18,1-2,177990,model_onnx/0343.onnx,714963,2026-09-08T11:09:43.623916+00:00
0344,2409426699022732429,5,uniform,linear,0.05,83,83,83-83-83-83-83,1-2-3-5,251500,model_onnx/0344.onnx,1009446,2026-09-08T11:09:43.665973+00:00
